deadline,distance,steps,rewards,penalties
40,8,21,12.0,-6.0
40,8,40,-1.5,-11.5
25,5,21,24.5,-1.5
30,6,11,19.5,-0.5
30,6,13,22.0,0
20,4,8,18.0,0
20,4,13,19.5,-0.5
25,5,25,15.0,-1.0
30,6,11,22.0,0
20,4,12,19.5,-0.5
45,9,18,28.0,0
20,4,4,18.0,0
30,6,22,29.0,-1.0
20,4,6,18.0,0
50,10,18,28.0,-2.0
20,4,10,18.0,0
25,5,15,17.0,-3.0
20,4,11,16.0,-2.0
40,8,23,29.0,-1.0
20,4,8,18.0,0
25,5,12,20.5,-1.5
40,8,13,26.0,0
30,6,8,22.0,0
55,11,21,32.0,0
25,5,8,17.5,-0.5
35,7,16,24.0,0
40,8,18,22.5,-1.5
25,5,13,20.0,0
30,6,25,22.0,0
20,4,7,18.0,0
40,8,14,25.0,-1.0
40,8,21,26.0,0
40,8,28,24.0,-2.0
30,6,8,22.0,0
25,5,6,16.5,-1.5
35,7,17,23.0,-1.0
30,6,12,22.0,0
45,9,18,32.0,0
30,6,11,26.0,0
30,6,8,13.0,-0.5
30,6,18,21.0,-1.0
30,6,13,22.0,0
20,4,9,18.0,0
25,5,7,17.5,-0.5
30,6,16,25.0,-1.0
35,7,20,29.5,-0.5
25,5,18,19.0,-1.0
20,4,11,18.0,0
30,6,16,19.5,-0.5
25,5,13,16.5,-1.5
20,4,15,19.5,-0.5
25,5,7,20.0,0
30,6,11,22.0,0
45,9,20,23.0,-1.0
40,8,25,25.0,-1.0
45,9,12,28.0,0
45,9,19,27.0,-1.0
30,6,14,26.0,0
35,7,14,24.0,0
20,4,13,16.0,-2.0
25,5,13,23.0,-1.0
25,5,10,24.0,0
30,6,7,22.0,0
30,6,13,21.0,-1.0
45,9,32,40.5,-1.5
25,5,18,21.5,-0.5
35,7,21,36.5,-1.5
20,4,4,18.0,0
35,7,12,23.5,-2.5
25,5,13,17.0,-3.0
40,8,17,31.5,-0.5
45,9,16,25.5,-0.5
25,5,12,24.5,-1.5
25,5,6,16.5,-1.5
25,5,7,19.0,-1.0
25,5,13,26.0,-2.0
30,6,10,13.0,-1.0
35,7,20,25.0,-3.0
20,4,8,19.5,-0.5
40,8,21,30.0,0
25,5,19,24.5,-1.5
30,6,16,21.0,-1.0
30,6,9,22.0,0
50,10,17,27.5,-0.5
25,5,10,21.5,-0.5
20,4,17,27.0,-3.0
35,7,17,26.0,-2.0
30,6,30,22.5,-1.5
20,4,8,17.0,-1.0
45,9,21,28.0,0
25,5,5,20.0,0
35,7,10,24.0,0
25,5,5,20.0,0
45,9,21,27.0,-1.0
20,4,16,17.5,-2.5
20,4,6,22.0,0
25,5,14,20.0,0
30,6,30,21.0,-1.0
25,5,14,21.5,-0.5
25,5,4,13.5,-0.5
