deadline,distance,steps,rewards,penalties
20,4,20,0.0,-6.0
20,4,13,19.5,-4.5
25,5,6,16.5,-1.5
25,5,25,10.0,-6.0
35,7,35,14.5,-7.5
45,9,35,30.0,-6.0
25,5,23,28.0,-4.0
25,5,8,20.0,0
20,4,15,21.5,-2.5
40,8,14,19.5,-4.5
25,5,16,23.5,-2.5
25,5,11,18.0,-2.0
30,6,16,29.0,-1.0
30,6,21,22.0,-4.0
40,8,17,24.0,-2.0
20,4,20,1.0,-7.0
25,5,9,20.0,0
40,8,10,17.0,-1.0
45,9,25,33.0,-3.0
25,5,8,21.5,-0.5
25,5,9,19.0,-1.0
35,7,21,26.0,-2.0
30,6,20,19.0,-6.5
55,11,19,19.5,-2.5
30,6,6,17.0,-1.0
30,6,22,20.0,-6.0
30,6,22,21.0,-1.0
20,4,12,17.0,-1.0
25,5,11,22.0,-2.0
30,6,22,18.5,-5.5
30,6,30,26.0,-4.0
30,6,30,13.0,-9.0
25,5,13,23.5,-2.5
30,6,25,27.0,-3.0
40,8,33,35.0,-3.0
20,4,4,18.0,0
30,6,2,14.0,0
30,6,25,24.5,-3.5
20,4,16,15.5,-4.5
30,6,29,27.0,-3.0
35,7,27,26.0,-6.0
55,11,34,34.5,-3.5
25,5,18,15.5,-2.5
35,7,28,23.5,-6.5
30,6,26,25.0,-5.0
40,8,19,24.5,-3.5
20,4,9,21.0,-1.0
30,6,9,21.0,-1.0
35,7,31,24.5,-5.5
35,7,15,23.5,-2.5
40,8,25,28.5,-3.5
20,4,17,25.0,-1.0
20,4,9,16.0,-2.0
25,5,16,23.0,-1.0
50,10,18,18.0,-4.0
30,6,14,20.0,-2.0
45,9,23,13.5,-8.5
40,8,40,22.5,-5.5
50,10,50,43.0,-7.0
40,8,15,17.0,-5.0
25,5,7,19.0,-1.0
25,5,25,19.0,-3.0
60,12,58,47.0,-7.0
20,4,6,18.0,0
25,5,17,19.5,-2.5
25,5,25,14.0,-2.0
30,6,30,15.0,-5.0
20,4,8,18.0,0
35,7,18,25.0,-3.0
20,4,4,18.0,0
30,6,18,20.5,-3.5
40,8,25,18.0,-4.0
20,4,4,18.0,0
30,6,15,23.0,-3.0
30,6,30,26.0,-4.0
20,4,12,19.0,-3.0
30,6,28,22.5,-5.5
20,4,20,4.5,-5.5
30,6,9,21.0,-1.0
20,4,7,19.5,-0.5
25,5,25,12.5,-3.5
20,4,20,17.5,-2.5
25,5,15,22.0,-2.0
20,4,6,17.0,-1.0
20,4,18,20.0,-2.0
25,5,25,34.5,-3.5
25,5,25,14.5,-5.5
40,8,10,27.5,-0.5
35,7,18,25.5,-0.5
55,11,6,10.0,-1.5
35,7,29,39.0,-5.0
25,5,25,17.0,-5.0
35,7,35,27.0,-7.0
30,6,30,21.5,-4.5
45,9,16,24.5,-1.5
40,8,33,34.5,-5.5
30,6,2,14.0,0
40,8,21,24.5,-3.5
25,5,25,14.5,-3.5
35,7,2,8.5,-1.0
