deadline,distance,steps,rewards,penalties
35,7,35,3.0,-11.0
25,5,25,17.0,-7.0
40,8,31,29.0,-5.0
45,9,45,22.0,-8.0
35,7,11,13.5,-0.5
25,5,13,20.0,0
25,5,13,16.5,-1.5
20,4,11,22.5,-1.5
35,7,22,22.0,-2.0
30,6,8,22.0,0
30,6,16,22.0,0
35,7,20,24.5,-1.5
20,4,14,23.5,-0.5
30,6,11,22.0,0
40,8,15,26.0,0
45,9,16,28.0,0
35,7,17,28.0,0
20,4,4,18.0,0
40,8,22,26.0,0
40,8,21,26.5,-1.5
35,7,13,24.0,0
35,7,28,20.5,-1.5
35,7,1,9.5,0
40,8,14,26.0,0
20,4,7,18.0,0
25,5,14,20.0,0
20,4,13,19.5,-0.5
25,5,20,23.0,-1.0
20,4,7,19.5,-0.5
20,4,7,18.0,0
25,5,5,20.0,0
25,5,5,20.0,0
45,9,5,20.0,0
20,4,7,17.0,-1.0
35,7,17,21.5,-0.5
30,6,8,21.0,-1.0
35,7,26,24.0,0
25,5,6,20.0,0
25,5,13,21.5,-0.5
30,6,13,21.0,-1.0
20,4,10,18.0,0
30,6,14,22.0,0
25,5,11,20.0,0
20,4,10,19.5,-0.5
20,4,6,22.0,0
20,4,9,18.0,0
30,6,23,35.5,-0.5
30,6,17,21.0,-1.0
25,5,10,20.0,0
30,6,6,11.5,0
50,10,22,30.0,0
25,5,9,24.0,0
30,6,13,21.0,-1.0
20,4,7,18.0,0
20,4,10,18.0,0
25,5,10,24.0,0
50,10,21,29.0,-1.0
30,6,13,22.0,0
25,5,7,20.0,0
30,6,14,22.0,0
25,5,8,21.5,-0.5
20,4,20,11.5,-0.5
20,4,5,18.0,0
30,6,12,22.0,0
25,5,9,23.0,-1.0
30,6,11,22.0,0
25,5,12,19.0,-1.0
45,9,18,25.5,-0.5
30,6,23,33.0,-1.0
25,5,9,19.0,-1.0
30,6,13,22.0,0
20,4,20,34.0,0
45,9,25,27.0,-1.0
40,8,25,26.5,-1.5
20,4,6,18.0,0
45,9,29,28.5,-1.5
30,6,13,21.0,-1.0
30,6,15,22.0,0
25,5,13,23.0,-1.0
45,9,21,28.0,0
40,8,23,25.0,-1.0
25,5,10,24.0,0
35,7,22,31.0,-1.0
30,6,6,22.0,0
20,4,7,16.0,-2.0
20,4,7,18.0,0
20,4,9,18.0,0
20,4,9,18.0,0
35,7,9,17.5,-0.5
20,4,11,18.0,0
30,6,10,22.0,0
35,7,13,24.0,0
20,4,8,19.5,-0.5
25,5,11,21.5,-0.5
20,4,10,18.0,0
25,5,13,19.0,-1.0
35,7,26,24.0,0
45,9,15,28.0,0
25,5,7,20.0,0
40,8,18,27.5,-0.5
