deadline,distance,steps,rewards,penalties
30,6,30,-6.5,-14.5
35,7,33,8.5,-13.5
35,7,35,-0.5,-8.5
50,10,23,15.5,-8.0
30,6,17,20.0,-2.0
40,8,40,11.5,-12.5
45,9,9,18.0,-2.0
30,6,30,5.0,-11.0
55,11,55,-3.5,-25.5
20,4,20,9.5,-4.5
25,5,25,2.5,-7.5
35,7,27,23.0,-9.0
60,12,60,20.5,-19.5
20,4,20,13.5,-4.5
20,4,20,3.0,-7.0
30,6,30,2.5,-11.5
20,4,20,0.5,-5.5
25,5,16,19.5,-6.5
40,8,2,11.5,-0.5
20,4,20,8.0,-6.0
25,5,25,7.5,-8.5
20,4,20,3.5,-8.5
25,5,21,7.0,-9.0
50,10,50,14.0,-18.0
20,4,13,26.5,-1.5
40,8,27,20.5,-7.5
25,5,8,16.5,-1.5
25,5,25,1.0,-9.0
25,5,8,16.5,-1.5
35,7,35,9.0,-13.0
45,9,45,25.5,-10.5
40,8,40,11.0,-15.0
30,6,27,22.0,-8.0
25,5,25,5.5,-6.5
55,11,50,23.5,-14.5
25,5,15,22.0,-2.0
25,5,25,11.0,-9.0
30,6,6,13.5,-2.5
60,12,60,24.0,-18.0
40,8,36,22.5,-9.5
40,8,26,19.5,-8.5
55,11,50,25.5,-16.5
35,7,35,19.0,-9.0
50,10,34,20.5,-11.5
25,5,24,22.5,-7.5
45,9,45,-2.0,-18.0
35,7,26,16.0,-8.0
25,5,25,6.0,-6.0
25,5,22,22.0,-6.0
20,4,9,17.0,-1.0
35,7,5,15.0,-1.0
20,4,20,10.0,-6.0
25,5,25,14.5,-7.5
20,4,8,17.0,-1.0
20,4,13,11.5,-4.5
20,4,13,21.0,-1.0
35,7,35,16.0,-8.0
55,11,17,29.0,-3.0
35,7,27,24.5,-5.5
20,4,7,13.5,-2.5
25,5,25,7.5,-8.5
25,5,25,-2.0,-12.0
35,7,35,-2.0,-16.0
45,9,45,4.5,-15.5
30,6,21,11.5,-8.5
25,5,23,24.5,-5.5
20,4,20,3.5,-8.5
20,4,20,11.0,-3.0
30,6,25,20.0,-6.0
20,4,20,5.5,-6.5
20,4,20,0.5,-9.5
20,4,20,7.0,-7.0
30,6,14,10.0,-8.0
35,7,35,3.0,-13.0
30,6,10,16.5,-3.5
20,4,14,17.5,-2.5
20,4,20,10.5,-7.5
20,4,20,3.0,-9.0
40,8,30,18.0,-12.0
20,4,20,1.5,-8.5
40,8,40,6.0,-12.0
35,7,26,19.5,-6.5
40,8,40,10.5,-11.5
20,4,15,22.0,-4.0
20,4,20,0.5,-5.5
20,4,20,1.5,-4.5
30,6,30,-0.5,-12.5
25,5,11,19.5,-2.5
40,8,4,9.5,-2.5
35,7,35,16.0,-6.0
30,6,30,5.0,-11.0
25,5,25,16.5,-5.5
35,7,35,8.5,-13.5
20,4,20,15.5,-4.5
30,6,30,10.5,-11.5
35,7,22,7.5,-10.5
30,6,30,6.5,-11.5
20,4,8,16.0,-2.0
25,5,25,15.0,-7.0
35,7,35,8.5,-11.5
