deadline,distance,steps,rewards,penalties
30,6,30,17.0,-7.0
30,6,24,18.5,-5.5
30,6,26,24.5,-7.5
30,6,14,20.0,-2.0
20,4,20,16.5,-3.5
30,6,13,22.0,0
20,4,6,17.0,-1.0
20,4,18,17.0,-5.0
35,7,35,11.5,-8.5
25,5,16,20.5,-1.5
20,4,5,15.5,-0.5
25,5,16,26.0,-2.0
35,7,14,15.5,-2.5
20,4,4,15.5,-0.5
30,6,30,18.0,-8.0
40,8,26,29.5,-2.5
25,5,7,19.0,-1.0
25,5,15,25.0,-3.0
35,7,10,21.0,-3.0
30,6,18,28.0,-2.0
20,4,10,17.0,-1.0
35,7,24,31.5,-2.5
20,4,4,18.0,0
25,5,12,17.0,-3.0
30,6,19,21.0,-5.0
20,4,5,17.0,-1.0
20,4,16,25.0,-1.0
25,5,16,20.0,-4.0
25,5,15,12.5,-5.5
35,7,21,17.5,-4.5
20,4,9,18.0,0
25,5,17,16.5,-5.5
40,8,21,23.0,-3.0
20,4,17,18.5,-5.5
30,6,30,22.5,-5.5
30,6,23,26.0,-4.0
25,5,25,11.0,-7.0
40,8,10,21.0,-1.0
40,8,25,28.5,-7.5
30,6,22,22.0,-4.0
35,7,5,15.0,-1.0
35,7,11,20.5,-1.5
35,7,11,20.5,-1.5
20,4,4,18.0,0
20,4,16,24.0,-2.0
20,4,6,18.0,0
25,5,16,17.0,-3.0
25,5,12,22.0,-2.0
20,4,20,28.0,-2.0
25,5,12,19.0,-1.0
20,4,10,21.0,-1.0
40,8,19,21.5,-2.5
20,4,10,17.5,-2.5
25,5,11,23.0,-1.0
30,6,11,21.5,-2.5
20,4,20,1.0,-9.0
45,9,37,24.5,-9.5
20,4,20,19.0,-3.0
20,4,5,17.0,-1.0
35,7,30,27.5,-6.5
35,7,17,26.0,-2.0
20,4,20,11.5,-4.5
20,4,6,17.0,-1.0
35,7,35,30.0,-6.0
30,6,17,25.5,-2.5
35,7,16,12.0,-4.0
45,9,20,31.5,-2.5
25,5,12,18.0,-2.0
45,9,25,25.0,-3.0
25,5,24,34.0,-2.0
25,5,17,18.0,-2.0
35,7,23,23.5,-2.5
40,8,15,21.0,-1.0
40,8,34,23.5,-4.5
50,10,30,31.5,-4.5
40,8,38,42.5,-5.5
30,6,26,12.5,-11.5
35,7,12,21.0,-3.0
20,4,12,15.0,-3.0
40,8,18,18.0,-4.0
20,4,9,21.0,-1.0
35,7,9,20.5,-1.5
35,7,9,19.0,-1.0
40,8,35,21.0,-9.0
35,7,3,16.0,0
25,5,25,12.5,-5.5
20,4,10,20.0,-2.0
30,6,16,16.5,-3.5
30,6,16,21.5,-2.5
25,5,11,17.0,-3.0
45,9,41,18.0,-10.0
20,4,20,7.5,-4.5
30,6,26,27.0,-3.0
25,5,16,23.0,-1.0
30,6,30,5.0,-5.0
20,4,20,15.0,-3.0
25,5,15,21.5,-0.5
45,9,17,24.5,-1.5
40,8,17,23.0,-3.0
25,5,25,12.0,-4.0
