deadline,distance,steps,rewards,penalties
50,10,50,-4.0,-22.0
30,6,30,2.5,-9.5
20,4,20,-0.5,-6.5
25,5,25,-0.5,-0.5
25,5,25,-4.0,-6.0
25,5,11,15.5,-2.5
30,6,30,7.5,-6.5
25,5,24,19.5,-6.5
30,6,30,3.0,-7.0
40,8,40,5.0,-11.0
25,5,25,-3.0,-13.0
25,5,25,12.0,-4.0
20,4,20,2.5,-5.5
25,5,25,10.0,-6.0
30,6,5,12.0,-1.5
25,5,25,3.0,-7.0
25,5,24,11.5,-6.5
45,9,45,8.0,-6.0
25,5,25,0.0,-4.0
30,6,30,4.5,-1.5
20,4,20,5.0,-3.0
30,6,30,-2.0,-2.0
30,6,30,0.0,0
50,10,50,1.5,-2.5
25,5,25,3.5,-0.5
25,5,25,-0.5,-0.5
45,9,45,11.5,-2.5
25,5,25,-0.5,-2.5
35,7,35,-5.5,-7.5
20,4,20,9.5,-2.5
25,5,25,8.0,-6.0
45,9,45,-7.0,-15.0
30,6,30,-4.5,-10.5
20,4,20,0.0,-4.0
20,4,20,3.5,-4.5
20,4,20,1.0,-5.0
25,5,25,-5.5,-9.5
20,4,20,-8.0,-10.0
35,7,27,16.0,-8.0
40,8,40,7.5,-10.5
30,6,30,-8.5,-12.5
55,11,55,1.0,-9.0
40,8,40,-0.5,-8.5
25,5,25,0.0,0
25,5,25,0.0,0
20,4,20,-0.5,-0.5
35,7,35,0.0,0
30,6,30,-1.5,-1.5
25,5,25,0.0,0
30,6,30,2.5,-1.5
25,5,25,-1.0,-1.0
35,7,35,-8.5,-8.5
35,7,35,-4.0,-4.0
55,11,55,16.5,-11.5
30,6,29,20.0,-6.0
35,7,35,1.0,-9.0
30,6,30,0.0,0
40,8,40,-1.5,-1.5
35,7,35,-0.5,-0.5
30,6,30,0.0,0
30,6,30,-3.0,-5.0
35,7,35,-8.0,-16.0
20,4,20,1.5,-2.5
25,5,25,6.0,-2.0
30,6,2,11.5,-0.5
30,6,30,5.0,-11.0
25,5,25,-4.0,-12.0
25,5,25,6.0,-8.0
20,4,20,3.0,-7.0
25,5,14,13.0,-3.0
20,4,20,-2.0,-8.0
40,8,40,-1.5,-13.5
45,9,18,17.5,-4.5
35,7,35,5.5,-10.5
30,6,30,2.0,-12.0
20,4,20,3.5,-8.5
30,6,30,2.5,-11.5
35,7,35,4.5,-9.5
25,5,25,-9.5,-11.5
20,4,20,2.0,-4.0
25,5,25,-6.5,-10.5
50,10,50,-6.5,-22.5
20,4,20,5.5,-6.5
30,6,30,-1.5,-11.5
40,8,40,0.0,-16.0
25,5,25,-1.0,-5.0
35,7,35,1.5,-12.5
25,5,25,5.0,-7.0
35,7,35,4.0,-10.0
25,5,25,-3.0,-11.0
30,6,30,-5.5,-13.5
35,7,35,2.5,-9.5
20,4,20,-3.0,-7.0
25,5,25,4.0,-6.0
20,4,13,15.0,-3.0
50,10,50,3.0,-17.0
40,8,40,17.5,-8.5
30,6,30,5.5,-10.5
30,6,30,-5.5,-9.5
25,5,25,-7.5,-7.5
