deadline,distance,steps,rewards,penalties
50,10,10,9.5,-2.5
20,4,20,0.0,-4.0
40,8,22,18.5,-5.5
20,4,20,-5.5,-9.5
20,4,20,1.5,-6.5
40,8,40,4.5,-15.5
40,8,40,-11.0,-21.0
25,5,25,3.5,-8.5
20,4,20,-3.0,-7.0
20,4,20,1.0,-7.0
20,4,20,5.5,-2.5
30,6,30,-4.0,-10.0
35,7,35,-2.0,-8.0
40,8,40,1.0,-11.0
30,6,30,-8.0,-14.0
20,4,20,-6.0,-10.0
30,6,13,11.0,-3.0
30,6,30,-2.0,-6.0
20,4,20,-1.5,-1.5
30,6,30,-1.5,-3.5
30,6,30,0.0,0
25,5,25,-3.5,-3.5
30,6,30,-1.0,-3.0
50,10,50,-1.0,-1.0
30,6,30,-11.0,-11.0
30,6,24,14.0,-8.0
20,4,20,0.5,-9.5
25,5,14,21.0,-3.0
25,5,13,13.0,-3.0
30,6,30,3.0,-9.0
60,12,60,0.0,-28.0
40,8,2,11.5,0
40,8,40,-1.5,-17.5
20,4,20,6.5,-5.5
30,6,2,11.5,-0.5
25,5,25,3.5,-10.5
20,4,20,-7.0,-11.0
20,4,20,-1.0,-5.0
35,7,35,-0.5,-10.5
20,4,20,-2.0,-8.0
30,6,30,3.0,-11.0
45,9,6,11.5,-2.5
25,5,25,-4.0,-8.0
30,6,30,-6.5,-12.5
35,7,13,18.0,-2.0
20,4,18,22.0,-4.0
20,4,20,3.5,-8.5
30,6,30,-4.0,-12.0
20,4,20,2.5,-7.5
25,5,25,3.5,-8.5
40,8,40,-0.5,-18.5
25,5,25,-3.0,-9.0
45,9,45,0.5,-17.5
35,7,31,15.0,-9.0
40,8,7,7.0,-2.5
20,4,20,5.0,-7.0
40,8,40,7.0,-9.0
25,5,25,2.5,-7.5
20,4,8,14.5,-1.5
30,6,28,17.5,-6.5
20,4,20,-5.0,-9.0
25,5,25,2.0,-10.0
30,6,30,-0.5,-10.5
20,4,20,6.5,-5.5
30,6,25,20.0,-6.0
20,4,20,-3.5,-7.5
20,4,20,1.0,-9.0
20,4,15,8.0,-6.0
25,5,25,-1.5,-9.5
30,6,30,0.0,-10.0
20,4,20,1.5,-6.5
20,4,19,16.0,-6.0
25,5,25,-6.0,-10.0
25,5,21,16.5,-5.5
25,5,25,0.5,-11.5
30,6,3,11.5,0
30,6,30,-5.0,-15.0
50,10,27,13.5,-6.5
20,4,20,-3.0,-5.0
35,7,35,9.0,-9.0
35,7,35,-1.0,-11.0
40,8,40,1.0,-13.0
30,6,24,12.5,-7.5
20,4,20,-1.0,-9.0
35,7,35,-8.5,-14.5
30,6,30,-0.5,-10.5
20,4,20,-2.0,-6.0
35,7,35,-2.0,-12.0
30,6,30,4.5,-9.5
45,9,45,0.0,-18.0
30,6,30,-14.0,-16.0
20,4,20,-8.5,-10.5
25,5,12,12.5,-5.5
45,9,45,-2.5,-20.5
40,8,6,9.5,-2.5
25,5,25,-1.0,-5.0
35,7,35,0.0,-14.0
25,5,15,7.0,-5.0
25,5,25,4.0,-8.0
35,7,35,-7.5,-13.5
