deadline,distance,steps,rewards,penalties
25,5,25,1.5,-10.5
30,6,30,-9.0,-13.0
20,4,20,9.5,-6.5
25,5,25,0.5,-9.5
20,4,20,3.0,-7.0
25,5,3,13.5,-0.5
20,4,20,15.5,-4.5
35,7,22,23.5,-2.5
25,5,25,1.5,-8.5
35,7,35,16.5,-5.5
25,5,7,16.5,-1.5
25,5,11,16.5,-1.5
25,5,17,25.0,-3.0
20,4,17,17.0,-5.0
20,4,20,10.0,-4.0
35,7,12,24.5,-1.5
30,6,25,23.5,-0.5
30,6,10,22.0,0
20,4,12,23.5,-0.5
20,4,20,3.5,-2.5
25,5,15,19.0,-1.0
40,8,24,36.0,-2.0
25,5,9,19.0,-1.0
30,6,21,20.0,-2.0
35,7,13,25.5,-0.5
55,11,33,34.0,-2.0
20,4,20,11.0,-3.0
30,6,13,21.0,-1.0
35,7,34,31.5,-6.5
40,8,13,16.0,-2.0
25,5,6,20.0,0
45,9,29,28.5,-1.5
25,5,9,17.5,-0.5
25,5,18,17.5,-4.5
30,6,17,24.0,-2.0
25,5,19,17.5,-4.5
20,4,8,19.5,-0.5
25,5,12,26.0,-2.0
35,7,15,23.5,-2.5
35,7,25,26.5,-3.5
30,6,14,22.0,0
25,5,10,18.0,-2.0
30,6,10,21.0,-1.0
30,6,25,29.5,-2.5
30,6,14,22.0,0
35,7,17,24.5,-1.5
25,5,11,19.5,-2.5
40,8,21,27.0,-3.0
25,5,17,22.5,-3.5
45,9,19,17.5,-4.5
20,4,4,18.0,0
45,9,26,34.5,-3.5
20,4,9,14.5,-1.5
30,6,17,16.0,-6.0
25,5,7,17.5,-0.5
40,8,40,23.5,-4.5
25,5,10,21.5,-0.5
25,5,25,14.0,-4.0
35,7,21,25.0,-3.0
45,9,21,28.5,-1.5
40,8,16,26.5,-1.5
45,9,12,28.0,0
35,7,19,24.5,-1.5
25,5,13,19.0,-1.0
45,9,6,19.0,-1.0
40,8,16,22.5,-1.5
20,4,7,16.0,-2.0
20,4,13,18.5,-1.5
30,6,13,20.0,-2.0
30,6,13,21.0,-1.0
30,6,16,22.5,-1.5
20,4,20,7.5,-2.5
25,5,17,27.0,-1.0
30,6,22,23.5,-4.5
45,9,20,26.5,-3.5
25,5,13,18.0,-2.0
20,4,19,17.5,-2.5
30,6,21,23.0,-3.0
20,4,4,18.0,0
25,5,8,19.0,-1.0
25,5,22,24.0,-4.0
25,5,7,15.5,-2.5
35,7,21,30.0,-2.0
25,5,16,20.5,-1.5
20,4,9,18.0,0
25,5,7,14.0,-2.0
45,9,7,20.0,0
55,11,55,31.0,-9.0
35,7,11,24.0,0
30,6,30,9.0,-7.0
25,5,5,20.0,0
20,4,7,18.0,0
40,8,26,24.5,-3.5
60,12,60,39.0,-5.0
20,4,14,17.0,-1.0
35,7,14,24.0,0
20,4,16,22.5,-1.5
40,8,13,20.5,-3.5
40,8,26,37.5,-2.5
20,4,10,23.5,-0.5
