deadline,distance,steps,rewards,penalties
30,6,30,2.5,-9.5
25,5,17,16.0,-4.0
20,4,20,7.5,-2.5
25,5,11,21.5,-0.5
30,6,12,22.0,0
35,7,11,21.5,-0.5
20,4,4,18.0,0
45,9,23,20.5,-1.5
35,7,21,24.5,-1.5
30,6,25,23.5,-0.5
30,6,25,21.5,-2.5
35,7,21,26.0,-2.0
20,4,10,16.0,-2.0
25,5,7,16.5,-1.5
25,5,25,17.0,-3.0
45,9,27,27.5,-2.5
20,4,11,19.5,-0.5
25,5,17,19.5,-2.5
50,10,46,29.5,-6.5
20,4,11,21.0,-1.0
30,6,16,21.0,-1.0
20,4,7,18.0,0
25,5,13,21.5,-0.5
35,7,32,37.5,-4.5
25,5,11,18.0,-2.0
20,4,13,16.0,-2.0
20,4,14,23.0,-3.0
25,5,15,24.5,-1.5
25,5,13,19.0,-1.0
30,6,20,26.5,-1.5
25,5,10,17.5,-0.5
25,5,19,19.5,-2.5
35,7,21,24.5,-1.5
25,5,5,20.0,0
40,8,9,25.0,-1.0
35,7,17,23.0,-1.0
20,4,6,18.0,0
25,5,7,17.5,-0.5
30,6,21,33.0,-1.0
20,4,17,27.0,-3.0
30,6,7,19.5,-0.5
40,8,40,29.5,-4.5
35,7,14,21.0,-3.0
45,9,11,16.5,-1.0
40,8,6,17.0,-1.0
20,4,4,18.0,0
30,6,21,30.5,-1.5
55,11,25,37.5,-0.5
60,12,21,23.5,-0.5
20,4,6,18.0,0
35,7,10,16.5,-1.5
20,4,5,18.0,0
20,4,11,23.5,-0.5
20,4,9,16.0,-2.0
30,6,30,22.5,-1.5
35,7,13,21.5,-0.5
30,6,13,21.0,-1.0
30,6,16,19.5,-0.5
25,5,18,20.5,-1.5
20,4,12,19.5,-0.5
30,6,18,25.0,-1.0
20,4,5,18.0,0
30,6,8,19.5,-0.5
40,8,25,25.0,-1.0
30,6,13,21.0,-1.0
20,4,12,22.0,0
40,8,25,30.5,-1.5
40,8,28,28.0,-2.0
20,4,9,18.5,-1.5
25,5,10,20.0,0
25,5,10,20.0,0
30,6,12,22.0,0
25,5,21,21.5,-0.5
35,7,35,15.5,-2.5
45,9,42,38.5,-3.5
35,7,11,13.5,0
25,5,9,20.0,0
20,4,6,18.0,0
25,5,10,17.5,-0.5
40,8,10,15.5,-0.5
35,7,10,28.0,0
30,6,18,21.0,-1.0
25,5,11,20.0,0
30,6,10,23.5,-0.5
35,7,13,23.0,-1.0
25,5,21,24.5,-1.5
20,4,20,21.5,-2.5
20,4,4,18.0,0
50,10,16,25.5,-2.5
45,9,21,22.0,-2.0
20,4,12,23.5,-0.5
25,5,14,19.0,-1.0
40,8,13,17.0,-1.0
30,6,23,36.0,-2.0
20,4,11,18.0,0
35,7,31,35.0,-1.0
20,4,14,18.5,-1.5
35,7,27,24.0,-4.0
25,5,13,25.5,-0.5
35,7,14,24.0,0
