deadline,distance,steps,rewards,penalties
35,7,35,-0.5,-12.5
60,12,24,11.0,-7.0
45,9,45,-1.0,-17.0
20,4,20,6.5,-3.5
35,7,35,6.5,-13.5
25,5,18,7.0,-9.0
35,7,35,-0.5,-14.5
20,4,20,-4.0,-12.0
20,4,20,0.0,-8.0
45,9,23,8.0,-7.5
35,7,1,9.5,0
25,5,25,-1.0,-9.0
30,6,30,-4.0,-12.0
20,4,18,16.0,-6.0
30,6,30,-3.5,-9.5
30,6,30,8.5,-7.5
40,8,40,5.5,-12.5
35,7,23,20.5,-5.5
40,8,25,18.0,-8.0
40,8,40,-11.0,-19.0
25,5,25,-1.5,-11.5
35,7,35,-1.0,-11.0
55,11,14,7.5,-6.5
35,7,35,-6.5,-16.5
35,7,34,9.0,-15.0
35,7,13,16.0,-4.0
25,5,25,-1.0,-11.0
25,5,24,11.5,-10.5
30,6,30,-8.5,-16.5
40,8,40,1.0,-17.0
25,5,25,6.5,-5.5
20,4,20,-1.5,-9.5
25,5,25,-7.0,-11.0
25,5,25,4.0,-8.0
25,5,25,3.5,-8.5
35,7,35,-1.5,-15.5
25,5,25,-4.5,-10.5
25,5,25,8.0,-8.0
20,4,20,1.5,-8.5
25,5,25,-1.0,-9.0
20,4,20,-4.0,-10.0
20,4,20,5.5,-4.5
35,7,35,2.0,-16.0
30,6,13,13.5,-6.5
35,7,35,-5.5,-15.5
45,9,45,3.0,-15.0
35,7,35,1.5,-12.5
25,5,25,5.0,-5.0
30,6,30,7.5,-6.5
40,8,40,3.0,-13.0
30,6,30,4.0,-10.0
35,7,35,-4.5,-12.5
30,6,27,10.0,-8.0
20,4,20,-4.0,-8.0
30,6,30,-10.5,-12.5
25,5,25,-7.5,-13.5
45,9,45,2.0,-18.0
35,7,35,1.5,-10.5
20,4,20,-7.5,-9.5
30,6,30,2.0,-10.0
40,8,7,8.5,-3.0
30,6,10,20.0,-1.5
30,6,30,-7.5,-11.5
25,5,25,-3.5,-11.5
20,4,20,3.0,-9.0
25,5,11,14.5,-3.5
30,6,30,-3.5,-13.5
40,8,40,-1.5,-13.5
25,5,25,6.0,-8.0
20,4,20,2.0,-10.0
30,6,4,9.5,-2.0
35,7,35,-4.0,-14.0
40,8,40,15.0,-11.0
30,6,30,1.0,-13.0
30,6,30,9.0,-7.0
45,9,45,7.0,-17.0
25,5,25,0.0,-10.0
35,7,35,-4.0,-14.0
30,6,30,1.0,-11.0
25,5,25,1.5,-10.5
45,9,45,-5.5,-17.5
30,6,30,-1.5,-11.5
20,4,20,-1.5,-7.5
20,4,13,20.5,-3.5
30,6,30,-4.5,-12.5
30,6,30,-3.0,-13.0
30,6,30,4.0,-6.0
20,4,20,-5.0,-9.0
25,5,25,1.5,-6.5
25,5,25,-8.0,-12.0
35,7,35,3.0,-13.0
25,5,25,1.0,-11.0
25,5,25,5.0,-11.0
25,5,25,-8.0,-12.0
40,8,40,5.5,-12.5
20,4,20,9.0,-5.0
20,4,12,14.0,-4.0
25,5,25,5.5,-8.5
30,6,30,7.0,-11.0
35,7,35,-3.0,-11.0
