deadline,distance,steps,rewards,penalties
25,5,25,3.0,-11.0
45,9,45,-2.0,-16.0
30,6,30,0.5,-11.5
20,4,20,-5.5,-11.5
25,5,25,-0.5,-10.5
25,5,25,4.5,-7.5
35,7,35,2.5,-11.5
45,9,45,-1.0,-17.0
25,5,4,11.0,-1.0
30,6,30,-2.5,-10.5
25,5,25,8.5,-7.5
20,4,20,-2.5,-8.5
30,6,30,-4.0,-16.0
20,4,20,-6.0,-10.0
25,5,25,-0.5,-10.5
20,4,20,1.0,-9.0
20,4,20,0.5,-7.5
25,5,25,-3.0,-9.0
35,7,17,11.5,-6.5
35,7,35,3.0,-15.0
25,5,16,15.0,-5.0
40,8,37,3.0,-14.5
30,6,30,-6.5,-16.5
25,5,25,2.5,-9.5
20,4,20,2.0,-8.0
35,7,35,5.5,-12.5
20,4,20,-3.0,-9.0
20,4,20,-2.0,-10.0
40,8,40,5.5,-14.5
25,5,25,1.0,-9.0
30,6,30,5.5,-8.5
45,9,45,3.5,-16.5
25,5,25,-3.0,-11.0
45,9,33,2.5,-15.5
40,8,40,5.5,-16.5
40,8,40,2.5,-15.5
30,6,30,-9.5,-15.5
20,4,20,1.0,-7.0
25,5,25,2.0,-8.0
30,6,30,-4.0,-14.0
25,5,25,8.0,-8.0
60,12,60,-7.5,-25.5
25,5,25,-4.5,-10.5
40,8,40,-13.0,-21.0
30,6,30,-3.0,-13.0
25,5,25,-5.5,-11.5
25,5,14,9.0,-7.0
20,4,20,-4.5,-10.5
40,8,4,9.5,-2.5
35,7,35,4.5,-13.5
35,7,34,6.5,-15.5
20,4,20,-4.5,-8.5
20,4,20,-2.0,-8.0
40,8,18,7.5,-8.0
35,7,35,0.5,-15.5
20,4,20,-1.0,-9.0
25,5,25,-4.5,-12.5
20,4,20,9.5,-4.5
25,5,25,2.0,-10.0
50,10,50,-13.5,-25.5
25,5,25,-1.5,-9.5
45,9,45,-5.5,-15.5
25,5,25,-6.0,-10.0
20,4,20,2.0,-4.0
20,4,20,-2.0,-6.0
35,7,35,1.5,-6.5
30,6,30,-6.0,-12.0
45,9,45,-1.5,-1.5
20,4,20,0.0,-2.0
35,7,35,0.0,0
30,6,30,1.0,-1.0
30,6,30,-3.5,-9.5
20,4,20,0.0,0
35,7,35,0.0,0
45,9,45,0.0,0
25,5,25,0.0,0
40,8,40,-6.5,-8.5
25,5,25,2.5,-1.5
40,8,40,3.5,-8.5
30,6,30,-2.5,-2.5
20,4,20,0.0,0
20,4,20,3.5,-2.5
25,5,25,0.5,-7.5
20,4,20,-5.5,-7.5
25,5,25,8.5,-5.5
40,8,40,-11.5,-17.5
20,4,20,2.5,-5.5
20,4,20,3.0,-5.0
20,4,20,5.0,-3.0
25,5,15,11.5,-6.0
35,7,35,-2.0,-14.0
25,5,25,-2.5,-10.5
35,7,35,-13.0,-17.0
20,4,2,11.5,-0.5
45,9,45,-10.0,-18.0
40,8,40,0.5,-11.5
25,5,25,-1.5,-5.5
20,4,20,7.5,-4.5
35,7,35,2.5,-7.5
25,5,25,-5.0,-11.0
