deadline,distance,steps,rewards,penalties
20,4,20,-2.0,-10.0
20,4,20,5.5,-6.5
20,4,20,-2.0,-8.0
45,9,41,10.0,-14.0
30,6,30,8.0,-12.0
30,6,28,24.0,-6.0
25,5,25,-2.5,-8.5
35,7,35,11.5,-10.5
30,6,30,-10.0,-20.0
20,4,20,-7.0,-13.0
20,4,20,-5.5,-9.5
30,6,30,-1.0,-13.0
25,5,25,-2.0,-10.0
45,9,45,-10.5,-22.5
30,6,28,17.5,-10.0
20,4,14,12.5,-7.5
30,6,30,9.5,-10.5
35,7,35,1.5,-16.5
20,4,20,0.0,-8.0
30,6,30,-10.0,-16.0
25,5,25,1.5,-8.5
20,4,20,0.5,-5.5
20,4,20,5.0,-7.0
25,5,19,14.0,-6.0
25,5,25,-1.0,-7.0
35,7,35,1.5,-12.5
35,7,35,6.0,-10.0
30,6,20,15.0,-7.0
20,4,20,-6.0,-10.0
25,5,25,-10.0,-10.0
25,5,25,-2.5,-2.5
20,4,20,-0.5,-0.5
20,4,20,0.0,0
25,5,25,1.5,-0.5
40,8,40,1.0,-1.0
40,8,40,-1.0,-3.0
25,5,25,0.0,0
30,6,30,-4.0,-4.0
30,6,30,0.0,0
30,6,30,0.0,0
30,6,30,0.0,0
20,4,20,0.0,0
35,7,35,-0.5,-0.5
20,4,20,0.0,0
20,4,20,-0.5,-0.5
20,4,20,0.0,0
30,6,30,0.0,0
55,11,55,0.0,0
20,4,20,1.5,-0.5
30,6,30,-6.0,-8.0
20,4,20,6.0,-6.0
20,4,20,-1.0,-7.0
20,4,20,2.0,-8.0
35,7,35,7.0,-9.0
35,7,35,5.0,-13.0
55,11,21,7.0,-9.0
40,8,40,6.5,-11.5
45,9,45,10.5,-15.5
25,5,25,2.5,-9.5
25,5,19,8.5,-9.5
20,4,20,-1.0,-7.0
20,4,20,-5.0,-11.0
25,5,25,2.5,-7.5
40,8,40,-3.0,-7.0
25,5,25,0.0,0
40,8,40,1.0,-1.0
20,4,20,-1.5,-1.5
30,6,30,-0.5,-0.5
40,8,40,0.0,0
50,10,23,9.5,-2.0
25,5,25,3.5,-6.5
25,5,13,12.0,-4.0
35,7,23,12.0,-8.0
30,6,30,4.5,-13.5
40,8,40,5.0,-15.0
30,6,30,1.0,-9.0
25,5,25,-4.0,-12.0
25,5,25,0.0,-8.0
30,6,6,12.0,-2.0
50,10,45,4.5,-19.0
20,4,20,1.0,-7.0
40,8,40,16.0,-4.0
20,4,20,1.5,-6.5
30,6,30,8.0,-10.0
25,5,25,-2.5,-12.5
25,5,25,-1.0,-9.0
20,4,20,-4.5,-10.5
25,5,15,15.0,-5.0
35,7,29,26.5,-7.5
30,6,30,-5.5,-15.5
40,8,40,9.0,-13.0
20,4,7,13.5,-2.5
55,11,33,12.5,-13.5
20,4,20,-2.0,-8.0
25,5,25,5.0,-7.0
35,7,35,1.0,-13.0
40,8,40,-6.0,-12.0
20,4,20,-6.5,-8.5
20,4,20,3.5,-6.5
20,4,20,-4.5,-8.5
