deadline,distance,steps,rewards,penalties
35,7,16,6.5,-7.5
35,7,35,13.0,-9.0
20,4,20,8.0,-6.0
20,4,11,22.5,-1.5
55,11,41,21.5,-4.5
20,4,19,27.0,-3.0
25,5,20,22.0,-2.0
20,4,5,18.0,0
20,4,13,17.5,-2.5
20,4,20,13.0,-5.0
40,8,33,23.5,-8.5
25,5,6,20.0,0
25,5,10,20.0,0
45,9,13,27.0,-1.0
25,5,21,22.0,-6.0
25,5,25,18.5,-3.5
45,9,34,31.0,-5.0
25,5,10,14.5,-3.5
25,5,21,38.5,-3.5
20,4,12,16.0,-2.0
40,8,34,40.0,-6.0
20,4,20,13.5,-2.5
20,4,6,17.0,-1.0
20,4,11,20.0,-2.0
40,8,6,19.5,-0.5
30,6,5,15.5,-0.5
40,8,28,22.5,-5.5
25,5,17,19.5,-2.5
20,4,20,7.5,-2.5
30,6,11,21.0,-1.0
25,5,12,19.0,-1.0
25,5,20,17.0,-3.0
35,7,13,23.0,-1.0
55,11,37,30.0,-6.0
45,9,31,25.5,-4.5
35,7,13,24.5,-1.5
20,4,16,23.5,-4.5
20,4,10,21.0,-1.0
30,6,11,20.0,-2.0
20,4,8,18.0,0
35,7,28,35.5,-2.5
20,4,12,17.0,-1.0
30,6,30,10.0,-8.0
40,8,14,22.5,-1.5
25,5,3,13.5,-0.5
30,6,30,8.5,-9.5
40,8,22,24.0,-2.0
30,6,11,22.5,-1.5
25,5,25,16.0,-4.0
40,8,21,27.0,-3.0
25,5,11,23.0,-1.0
20,4,20,13.5,-4.5
20,4,9,16.0,-2.0
45,9,23,32.5,-1.5
30,6,30,25.0,-5.0
20,4,16,14.5,-1.5
35,7,14,19.0,-1.0
25,5,13,20.5,-1.5
35,7,35,24.0,-6.0
45,9,31,21.5,-8.5
20,4,5,18.0,0
20,4,4,18.0,0
20,4,20,12.5,-3.5
30,6,11,25.0,-1.0
20,4,6,18.0,0
45,9,19,29.5,-0.5
25,5,13,14.5,-3.5
25,5,11,16.5,-1.5
50,10,26,31.5,-4.5
25,5,25,16.5,-3.5
20,4,14,22.5,-1.5
20,4,13,16.0,-2.0
35,7,25,36.0,-4.0
20,4,4,18.0,0
20,4,8,22.0,0
20,4,14,15.0,-3.0
25,5,11,16.5,-1.5
25,5,7,19.0,-1.0
40,8,10,21.0,-1.0
55,11,43,34.5,-7.5
30,6,18,21.5,-2.5
25,5,13,16.0,-4.0
20,4,20,11.0,-3.0
45,9,40,31.5,-6.5
30,6,19,20.5,-3.5
35,7,16,23.5,-2.5
35,7,20,26.0,-2.0
40,8,13,20.0,-2.0
25,5,24,24.5,-1.5
25,5,9,19.0,-1.0
40,8,22,15.0,-7.0
30,6,30,15.5,-4.5
25,5,11,19.5,-2.5
20,4,5,18.0,0
30,6,13,18.5,-1.5
45,9,35,32.0,-4.0
40,8,34,24.0,-6.0
20,4,16,13.0,-5.0
35,7,14,24.5,-1.5
40,8,20,20.5,-3.5
