deadline,distance,steps,rewards,penalties
40,8,40,2.5,-13.5
20,4,20,4.5,-3.5
30,6,30,8.0,-2.0
35,7,22,23.5,-2.5
55,11,18,25.5,-0.5
35,7,27,23.0,-1.0
25,5,25,11.0,-1.0
35,7,17,19.0,-1.0
25,5,16,27.5,-2.5
25,5,25,17.5,-2.5
35,7,19,21.5,-0.5
30,6,23,23.0,-3.0
25,5,17,20.0,0
20,4,20,8.5,-3.5
40,8,31,30.5,-1.5
35,7,6,12.5,-1.0
25,5,5,9.5,0
35,7,33,32.5,-5.5
30,6,14,19.5,-4.5
35,7,35,30.0,-2.0
35,7,35,29.0,-3.0
20,4,17,18.0,0
40,8,25,27.5,-4.5
30,6,10,25.0,-1.0
25,5,22,25.0,-7.0
25,5,25,15.0,-3.0
35,7,22,27.0,-1.0
20,4,20,15.5,-2.5
35,7,16,24.0,0
35,7,17,25.5,-0.5
30,6,30,22.5,-1.5
30,6,14,25.0,-1.0
25,5,8,21.5,-0.5
20,4,7,15.5,-0.5
25,5,8,20.0,0
45,9,12,25.5,-0.5
45,9,27,25.0,-3.0
35,7,18,24.0,0
50,10,14,20.0,-2.0
25,5,13,20.0,0
20,4,20,7.5,-2.5
30,6,10,22.0,0
40,8,31,27.5,-0.5
40,8,17,20.0,-2.0
20,4,6,18.0,0
20,4,14,18.5,-1.5
20,4,20,8.5,-1.5
30,6,12,17.0,-1.0
25,5,16,18.0,-2.0
25,5,11,15.0,-1.0
25,5,13,20.0,0
25,5,25,4.5,-5.5
25,5,10,17.5,-0.5
35,7,15,20.5,-1.5
30,6,16,26.5,-1.5
20,4,4,18.0,0
35,7,35,12.0,-4.0
35,7,14,25.5,-0.5
35,7,21,24.0,0
35,7,16,24.0,0
20,4,11,18.0,0
25,5,13,21.5,-0.5
20,4,10,18.5,-1.5
40,8,14,26.0,0
20,4,4,18.0,0
25,5,5,15.0,-1.0
20,4,6,18.0,0
30,6,16,27.5,-0.5
20,4,8,22.0,0
20,4,20,4.5,-3.5
35,7,3,16.0,0
20,4,12,18.0,0
20,4,4,18.0,0
40,8,23,26.5,-1.5
35,7,13,21.5,-0.5
25,5,25,10.0,-2.0
35,7,30,22.5,-3.5
30,6,16,25.0,-1.0
30,6,10,18.5,-1.5
20,4,17,23.5,-0.5
30,6,17,20.0,-2.0
50,10,41,42.5,-1.5
50,10,31,34.5,-1.5
20,4,7,18.0,0
30,6,18,22.0,0
45,9,28,28.0,0
30,6,22,25.5,-2.5
20,4,7,22.0,0
20,4,4,18.0,0
25,5,11,20.0,0
45,9,18,27.0,-1.0
25,5,18,19.0,-1.0
40,8,19,26.0,0
20,4,6,17.0,-1.0
40,8,23,26.0,0
35,7,29,37.5,-0.5
25,5,13,24.0,0
35,7,11,24.0,0
25,5,11,19.0,-1.0
20,4,9,18.0,0
