deadline,distance,steps,rewards,penalties
20,4,20,-0.5,-10.5
25,5,18,18.5,-3.5
40,8,25,25.0,-5.0
40,8,40,1.5,-12.5
30,6,30,13.0,-7.0
40,8,40,8.0,-14.0
25,5,25,2.0,-8.0
40,8,40,13.5,-12.5
20,4,20,7.0,-5.0
35,7,35,16.0,-8.0
20,4,20,-3.5,-9.5
20,4,20,-3.0,-7.0
20,4,20,-0.5,-6.5
30,6,30,2.0,-4.0
35,7,35,0.0,0
30,6,30,7.0,-5.0
25,5,2,9.5,0
20,4,20,2.5,-5.5
20,4,6,10.5,-1.5
20,4,20,5.5,-4.5
35,7,35,15.0,-9.0
35,7,17,24.0,-4.0
30,6,22,20.0,-6.0
25,5,25,7.0,-7.0
35,7,12,16.0,-4.0
20,4,20,18.0,-4.0
35,7,8,11.5,-2.0
45,9,45,15.0,-9.0
20,4,8,18.5,-1.5
40,8,36,22.5,-9.5
20,4,7,16.0,-2.0
25,5,19,18.5,-3.5
40,8,40,1.5,-16.5
25,5,25,17.5,-6.5
40,8,40,25.0,-9.0
30,6,30,10.5,-7.5
20,4,20,2.0,-8.0
20,4,20,12.5,-5.5
25,5,19,31.5,-2.5
35,7,35,15.5,-12.5
30,6,19,16.0,-10.0
25,5,14,13.0,-7.0
25,5,16,13.0,-7.0
30,6,30,-4.5,-14.5
25,5,25,6.5,-9.5
20,4,20,19.0,-5.0
35,7,5,10.0,-2.0
20,4,20,5.0,-7.0
40,8,40,25.5,-12.5
50,10,50,21.5,-14.5
30,6,15,20.0,-1.5
25,5,23,14.0,-10.0
30,6,8,14.5,-1.5
30,6,7,13.0,-1.0
25,5,23,29.0,-3.0
25,5,25,6.0,-6.0
30,6,26,17.0,-9.0
20,4,20,10.0,-4.0
20,4,5,18.0,0
20,4,7,17.0,-1.0
25,5,9,19.0,-1.0
20,4,20,6.5,-5.5
30,6,30,8.5,-7.5
30,6,30,6.0,-8.0
40,8,34,17.5,-10.5
25,5,25,12.5,-1.5
50,10,50,8.5,-11.5
40,8,40,8.0,-10.0
35,7,9,12.5,-1.5
30,6,30,5.0,-7.0
20,4,20,8.0,-6.0
20,4,20,4.0,-8.0
25,5,25,14.0,-6.0
25,5,25,7.5,-8.5
40,8,40,9.5,-18.5
25,5,25,18.5,-5.5
40,8,40,10.5,-15.5
20,4,20,4.0,-6.0
20,4,20,10.5,-5.5
20,4,20,6.5,-7.5
20,4,20,3.5,-8.5
30,6,30,5.5,-12.5
35,7,34,29.5,-8.5
35,7,35,24.0,-6.0
30,6,30,2.5,-7.5
20,4,20,1.0,-5.0
25,5,25,6.0,-6.0
20,4,20,10.0,-2.0
20,4,20,5.0,-3.0
50,10,50,19.0,-11.0
40,8,40,6.0,-14.0
20,4,16,15.5,-4.5
25,5,25,6.0,-4.0
40,8,40,4.0,-16.0
30,6,30,18.0,-8.0
30,6,30,17.5,-8.5
25,5,25,11.5,-8.5
20,4,20,5.5,-8.5
25,5,11,17.0,-3.0
30,6,30,17.5,-6.5
