deadline,distance,steps,rewards,penalties
30,6,15,17.5,-6.5
30,6,30,0.5,-9.5
45,9,21,23.5,-2.5
20,4,11,23.5,-0.5
25,5,21,22.0,-2.0
20,4,16,19.5,-0.5
35,7,17,24.0,0
35,7,17,27.0,-1.0
25,5,17,23.5,-2.5
35,7,9,24.0,0
35,7,15,24.0,0
45,9,18,20.5,-1.5
35,7,19,24.0,0
20,4,7,22.0,0
20,4,18,22.5,-1.5
20,4,7,18.0,0
45,9,17,25.5,-0.5
30,6,30,27.0,-3.0
35,7,31,26.0,-2.0
25,5,14,24.5,-1.5
40,8,25,26.0,0
40,8,25,29.5,-2.5
20,4,10,19.5,-0.5
20,4,11,18.0,0
20,4,20,12.0,-2.0
30,6,14,18.5,-1.5
30,6,26,34.5,-1.5
20,4,10,19.5,-0.5
35,7,11,20.5,-1.5
30,6,14,22.0,0
25,5,11,25.5,-0.5
20,4,13,22.0,0
20,4,7,17.0,-1.0
30,6,15,22.5,-1.5
25,5,5,9.5,0
20,4,6,18.0,0
45,9,22,22.5,-3.5
25,5,10,21.5,-0.5
45,9,16,25.5,-0.5
30,6,12,22.0,0
30,6,11,18.5,-1.5
30,6,16,23.5,-0.5
25,5,17,18.0,-2.0
45,9,25,31.5,-2.5
30,6,20,31.0,-3.0
45,9,18,20.5,-1.5
20,4,12,18.0,0
25,5,8,19.0,-1.0
30,6,9,19.5,-0.5
20,4,9,17.0,-1.0
40,8,17,23.5,-0.5
35,7,21,22.0,-2.0
20,4,7,15.5,-0.5
35,7,8,24.0,0
40,8,20,24.0,-2.0
45,9,25,33.5,-0.5
40,8,13,22.5,-1.5
25,5,12,21.5,-0.5
20,4,9,18.0,0
20,4,20,16.0,-2.0
35,7,17,24.0,0
20,4,4,18.0,0
20,4,12,23.5,-0.5
30,6,18,21.0,-1.0
55,11,21,32.5,-1.5
30,6,10,22.0,0
35,7,10,24.0,0
25,5,25,20.0,-4.0
20,4,7,18.0,0
30,6,23,19.5,-4.5
25,5,16,25.5,-0.5
20,4,8,18.0,0
20,4,11,22.0,0
40,8,13,25.0,-1.0
25,5,14,23.0,-1.0
20,4,4,18.0,0
50,10,43,42.5,-1.5
30,6,9,22.0,0
20,4,11,19.5,-0.5
50,10,13,19.5,-0.5
35,7,21,23.0,-1.0
20,4,19,26.5,-1.5
25,5,10,20.0,0
20,4,13,17.5,-2.5
20,4,7,17.0,-1.0
20,4,4,18.0,0
25,5,8,24.0,0
35,7,21,23.0,-1.0
30,6,7,22.0,0
25,5,13,14.0,-2.0
35,7,15,25.5,-0.5
25,5,16,19.5,-2.5
35,7,26,21.5,-0.5
30,6,22,36.0,-2.0
35,7,8,24.0,0
25,5,11,20.0,0
20,4,10,19.5,-0.5
50,10,33,30.5,-1.5
25,5,19,24.5,-1.5
30,6,6,19.5,-0.5
