deadline,distance,steps,rewards,penalties
35,7,22,12.0,-8.0
25,5,9,19.0,-1.0
20,4,9,16.0,-2.0
30,6,26,22.0,-4.0
40,8,40,3.0,-13.0
30,6,30,-3.0,-11.0
30,6,30,7.5,-8.5
25,5,25,3.0,-9.0
20,4,20,8.0,-6.0
30,6,30,-4.0,-14.0
40,8,40,0.0,-18.0
20,4,15,15.0,-3.0
40,8,10,12.5,-3.5
25,5,25,8.5,-7.5
30,6,30,8.0,-10.0
20,4,20,10.5,-5.5
25,5,8,18.0,-2.0
25,5,23,23.5,-6.5
35,7,1,9.5,0
20,4,13,21.5,-2.5
35,7,17,22.0,-2.0
20,4,20,5.5,-4.5
25,5,25,10.0,-6.0
20,4,20,7.0,-7.0
30,6,4,11.5,0
20,4,20,6.0,-4.0
20,4,20,8.5,-3.5
20,4,13,12.0,-2.0
25,5,25,7.0,-7.0
25,5,25,11.0,-5.0
25,5,13,25.5,-0.5
20,4,8,17.0,-1.0
30,6,30,5.0,-9.0
35,7,31,16.5,-9.5
30,6,13,20.0,-2.0
30,6,13,22.5,-1.5
25,5,21,17.5,-4.5
40,8,17,23.0,-3.0
35,7,8,15.5,-2.5
50,10,42,28.5,-7.5
30,6,15,21.5,-2.5
25,5,22,17.5,-8.5
30,6,16,18.0,-4.0
20,4,4,15.5,-0.5
25,5,17,22.5,-3.5
20,4,10,18.0,0
35,7,35,19.0,-7.0
35,7,26,23.0,-5.0
35,7,13,23.0,-1.0
25,5,25,11.0,-5.0
20,4,10,14.0,-4.0
20,4,20,13.0,-3.0
20,4,8,20.0,-2.0
25,5,25,4.5,-7.5
40,8,12,22.5,-1.5
20,4,20,-1.5,-7.5
20,4,7,18.0,0
20,4,7,18.0,0
40,8,23,23.0,-3.0
25,5,8,19.0,-1.0
40,8,36,22.0,-8.0
40,8,22,18.5,-5.5
20,4,15,19.0,-3.0
20,4,20,3.5,-2.5
35,7,31,34.0,-6.0
20,4,18,20.0,-6.0
25,5,8,21.5,-0.5
20,4,6,14.5,-1.5
20,4,13,16.5,-3.5
20,4,12,10.0,-4.0
25,5,25,20.0,-4.0
30,6,7,18.0,0
40,8,17,22.5,-1.5
20,4,9,21.0,-1.0
20,4,12,18.0,0
25,5,13,18.5,-3.5
35,7,3,16.0,0
30,6,8,21.0,-1.0
40,8,26,16.5,-7.5
30,6,16,18.0,-4.0
40,8,19,26.5,-1.5
30,6,10,19.5,-0.5
25,5,9,20.0,0
35,7,11,20.5,-1.5
30,6,21,24.0,-2.0
20,4,12,17.0,-1.0
20,4,8,12.0,-2.0
35,7,9,15.5,-2.5
20,4,4,18.0,0
30,6,30,4.0,-10.0
25,5,7,20.0,0
45,9,29,31.5,-6.5
20,4,12,21.5,-2.5
25,5,12,19.0,-1.0
20,4,20,13.5,-2.5
25,5,7,19.0,-1.0
20,4,7,17.0,-1.0
20,4,13,14.0,-4.0
20,4,20,4.5,-3.5
30,6,21,19.0,-3.0
