deadline,distance,steps,rewards,penalties
25,5,25,-1.5,-11.5
30,6,30,10.5,-7.5
35,7,35,10.0,-6.0
40,8,40,10.5,-13.5
55,11,55,6.5,-21.5
25,5,25,8.0,-8.0
20,4,20,5.0,-7.0
25,5,24,16.0,-8.0
30,6,4,9.5,-2.0
25,5,22,11.5,-10.5
45,9,31,14.0,-10.0
20,4,20,5.0,-7.0
40,8,37,12.5,-15.5
30,6,30,-3.5,-9.5
55,11,55,7.0,-17.0
25,5,10,16.5,-1.5
30,6,30,6.0,-12.0
45,9,8,10.5,-3.5
30,6,30,-0.5,-10.5
35,7,35,10.0,-8.0
25,5,6,11.5,-2.5
50,10,50,16.0,-12.0
20,4,20,-2.0,-10.0
20,4,20,-4.0,-10.0
25,5,25,-0.5,-6.5
25,5,25,6.5,-5.5
30,6,15,23.0,-3.0
25,5,11,13.0,-3.0
25,5,8,14.0,-2.0
30,6,30,-2.5,-10.5
30,6,30,8.0,-4.0
25,5,25,7.0,-3.0
20,4,20,-0.5,-6.5
50,10,50,-3.5,-19.5
35,7,35,12.5,-9.5
40,8,40,6.0,-14.0
25,5,25,4.0,-8.0
35,7,35,14.0,-12.0
20,4,16,16.0,-6.0
30,6,30,5.5,-8.5
25,5,25,9.0,-7.0
30,6,25,21.5,-6.5
20,4,20,11.0,-5.0
20,4,20,13.0,-5.0
25,5,25,-11.5,-13.5
20,4,16,17.5,-2.5
40,8,40,10.0,-16.0
25,5,25,0.5,-11.5
20,4,20,0.5,-5.5
30,6,30,-6.5,-10.5
20,4,20,-4.0,-8.0
30,6,22,16.0,-2.0
25,5,12,20.0,0
25,5,25,19.5,-4.5
30,6,30,2.5,-7.5
30,6,30,6.0,-8.0
40,8,12,16.0,-2.0
25,5,25,18.0,-4.0
20,4,20,-2.0,-10.0
35,7,35,11.5,-12.5
20,4,4,15.5,-0.5
40,8,40,2.5,-15.5
45,9,45,3.0,-15.0
30,6,30,7.0,-9.0
30,6,30,7.5,-10.5
20,4,20,5.5,-6.5
35,7,33,6.0,-14.0
25,5,14,20.5,-1.5
25,5,25,-4.0,-12.0
30,6,15,15.5,-4.5
25,5,25,4.5,-7.5
25,5,25,4.5,-5.5
30,6,30,-0.5,-10.5
35,7,22,28.5,-1.5
20,4,20,11.0,-5.0
35,7,19,24.5,-1.5
50,10,37,15.5,-12.0
35,7,35,8.5,-11.5
30,6,30,-2.5,-6.5
20,4,20,-4.0,-8.0
25,5,25,-1.5,-1.5
35,7,35,0.0,0
25,5,25,-1.0,-1.0
20,4,20,6.5,-5.5
25,5,25,-1.5,-9.5
35,7,35,6.0,-14.0
20,4,20,1.0,-9.0
40,8,40,11.5,-14.5
20,4,20,1.0,-9.0
40,8,40,0.0,-18.0
35,7,35,14.0,-12.0
20,4,20,7.0,-7.0
45,9,30,8.0,-16.0
30,6,20,19.0,-7.0
20,4,13,17.0,-5.0
30,6,28,19.5,-8.5
30,6,30,-3.5,-7.5
35,7,34,16.0,-7.5
20,4,11,12.5,-3.5
25,5,19,20.5,-5.5
