deadline,distance,steps,rewards,penalties
25,5,25,8.5,-5.5
35,7,35,14.0,-8.0
20,4,7,13.0,-1.0
25,5,13,21.5,-0.5
30,6,21,19.5,-4.5
20,4,11,18.0,0
35,7,13,22.0,-2.0
30,6,13,21.0,-1.0
45,9,14,29.5,-0.5
20,4,17,23.5,-0.5
40,8,22,33.5,-2.5
20,4,15,19.0,-3.0
20,4,6,17.0,-1.0
30,6,15,27.5,-0.5
45,9,24,33.5,-4.5
20,4,11,19.5,-0.5
30,6,14,25.0,-1.0
35,7,14,24.0,0
40,8,18,19.0,-3.0
25,5,9,20.0,0
25,5,7,12.5,-1.5
30,6,8,22.0,0
25,5,10,21.5,-0.5
20,4,16,25.5,-2.5
25,5,13,19.0,-1.0
20,4,6,19.5,-0.5
20,4,14,21.0,-1.0
20,4,4,18.0,0
40,8,22,32.5,-3.5
20,4,12,21.0,-1.0
25,5,5,17.5,-0.5
20,4,7,18.5,-1.5
35,7,31,46.5,-3.5
40,8,21,26.0,-4.0
20,4,7,18.0,0
30,6,9,22.0,0
25,5,17,16.0,-4.0
35,7,35,38.5,-3.5
20,4,13,26.5,-1.5
45,9,45,24.0,-6.0
25,5,21,30.0,-2.0
25,5,10,24.0,0
45,9,31,41.0,-3.0
45,9,24,38.0,-2.0
20,4,19,33.5,-2.5
30,6,11,21.0,-1.0
35,7,10,23.0,-1.0
25,5,5,20.0,0
20,4,10,21.5,-2.5
20,4,14,30.5,-1.5
40,8,26,29.5,-2.5
40,8,16,23.0,-3.0
30,6,22,33.5,-2.0
30,6,24,37.5,-2.5
35,7,33,29.5,-0.5
35,7,19,31.5,-2.5
30,6,17,25.0,-1.0
25,5,21,38.0,-2.0
20,4,20,14.5,-1.5
20,4,8,22.0,0
30,6,12,21.0,-1.0
35,7,19,22.0,-2.0
20,4,5,18.0,0
20,4,10,18.0,0
30,6,19,22.0,0
20,4,11,18.0,0
30,6,11,21.0,-1.0
20,4,20,7.0,-5.0
20,4,7,17.0,-1.0
25,5,11,21.5,-0.5
20,4,6,18.0,0
30,6,10,11.5,0
25,5,23,27.5,-2.5
30,6,21,32.5,-3.5
25,5,8,20.0,0
30,6,17,22.5,-1.5
25,5,12,18.0,-2.0
40,8,15,25.0,-1.0
40,8,7,15.5,0
25,5,5,20.0,0
30,6,20,35.0,-3.0
30,6,30,36.0,-4.0
40,8,32,32.5,-7.5
20,4,20,21.5,-2.5
50,10,26,33.5,-2.5
45,9,31,36.0,-4.0
20,4,5,18.0,0
20,4,16,21.5,-2.5
35,7,22,26.5,-3.5
25,5,10,19.0,-1.0
20,4,20,15.0,-3.0
35,7,35,26.0,-4.0
30,6,21,26.5,-1.5
25,5,3,16.0,0
35,7,10,24.0,0
40,8,33,40.5,-3.5
25,5,13,23.0,-1.0
40,8,25,33.5,-2.5
25,5,9,20.0,0
25,5,5,17.5,-0.5
