deadline,distance,steps,rewards,penalties
30,6,30,6.5,-9.5
25,5,16,19.5,-2.5
20,4,13,18.0,0
35,7,16,24.0,0
20,4,10,18.0,0
20,4,17,23.5,-0.5
30,6,9,22.0,0
20,4,9,18.0,0
20,4,7,18.0,0
30,6,10,22.0,0
25,5,7,20.0,0
35,7,10,24.0,0
20,4,7,18.0,0
25,5,6,20.0,0
35,7,16,24.0,0
35,7,12,24.0,0
25,5,5,20.0,0
20,4,7,18.0,0
30,6,7,22.0,0
20,4,14,21.0,-1.0
20,4,11,17.0,-1.0
25,5,14,20.0,0
45,9,15,28.0,0
20,4,6,18.0,0
25,5,16,20.0,0
30,6,14,22.0,0
20,4,9,18.0,0
40,8,9,22.0,0
20,4,13,18.0,0
30,6,11,22.0,0
25,5,12,20.0,0
40,8,25,26.0,0
25,5,13,20.0,0
25,5,8,20.0,0
30,6,13,19.0,-3.0
45,9,22,28.0,0
20,4,8,18.0,0
25,5,11,20.0,0
30,6,2,14.0,0
25,5,10,20.0,0
35,7,15,24.0,0
20,4,8,18.0,0
30,6,14,22.0,0
25,5,8,20.0,0
20,4,10,18.0,0
25,5,13,20.0,0
20,4,4,15.5,-0.5
40,8,13,26.0,0
20,4,8,22.0,0
30,6,13,26.0,0
20,4,4,18.0,0
20,4,11,22.0,0
20,4,6,18.0,0
20,4,11,22.0,0
25,5,14,20.0,0
25,5,12,20.0,0
30,6,10,22.0,0
30,6,2,14.0,0
30,6,13,26.0,0
25,5,11,20.0,0
20,4,11,18.0,0
45,9,18,28.5,-1.5
25,5,12,20.0,0
40,8,18,26.0,0
55,11,27,31.0,-1.0
25,5,10,20.0,0
40,8,12,26.0,0
20,4,7,18.0,0
40,8,22,26.0,0
45,9,14,28.0,0
25,5,11,24.0,0
40,8,11,26.0,0
25,5,5,20.0,0
20,4,6,18.0,0
20,4,6,18.0,0
35,7,11,24.0,0
35,7,3,16.0,0
35,7,17,24.0,0
30,6,16,22.0,0
40,8,19,26.0,0
25,5,12,20.0,0
35,7,20,24.0,0
20,4,4,18.0,0
40,8,8,26.0,0
30,6,21,29.0,-1.0
30,6,8,22.0,0
30,6,13,26.0,0
25,5,9,20.0,0
25,5,17,20.0,0
30,6,12,22.0,0
30,6,13,22.0,0
30,6,17,22.0,0
25,5,6,20.0,0
25,5,8,20.0,0
40,8,19,25.0,-1.0
20,4,9,18.0,0
20,4,11,22.0,0
30,6,17,22.0,0
40,8,16,26.0,0
35,7,10,24.0,0
