deadline,distance,steps,rewards,penalties
25,5,1,9.5,0
20,4,20,-1.0,-5.0
40,8,40,14.5,-5.5
20,4,20,12.5,-1.5
25,5,17,24.0,0
20,4,16,22.0,0
20,4,16,22.5,-1.5
30,6,10,22.0,0
20,4,7,18.0,0
50,10,13,22.0,0
25,5,11,20.0,0
30,6,16,22.0,0
25,5,17,20.0,0
20,4,10,18.0,0
25,5,8,20.0,0
20,4,9,18.0,0
40,8,13,26.0,0
30,6,13,22.0,0
30,6,9,22.0,0
25,5,5,20.0,0
40,8,16,25.0,-1.0
25,5,15,20.0,0
30,6,21,22.0,0
20,4,9,18.0,0
35,7,12,24.0,0
25,5,13,20.0,0
40,8,22,26.0,0
30,6,10,22.0,0
20,4,4,18.0,0
25,5,13,20.0,0
25,5,21,20.0,0
35,7,21,24.0,0
30,6,14,22.0,0
25,5,12,20.0,0
30,6,17,26.0,0
40,8,29,21.0,-5.0
20,4,9,18.0,0
35,7,18,24.0,0
30,6,11,22.0,0
30,6,17,22.0,0
35,7,16,24.0,0
45,9,13,28.0,0
20,4,20,10.0,0
35,7,16,28.0,0
20,4,12,18.0,0
50,10,35,43.5,-0.5
25,5,13,20.0,0
45,9,32,28.0,0
25,5,13,20.0,0
20,4,4,18.0,0
35,7,18,24.0,0
30,6,21,22.0,0
30,6,17,19.5,-0.5
35,7,26,24.0,0
20,4,16,18.0,0
25,5,11,20.0,0
40,8,23,26.0,0
30,6,13,22.0,0
40,8,13,26.0,0
55,11,24,32.0,0
20,4,13,18.0,0
20,4,5,18.0,0
25,5,11,20.0,0
25,5,9,20.0,0
30,6,10,22.0,0
25,5,5,20.0,0
25,5,13,20.0,0
20,4,17,22.0,0
25,5,10,20.0,0
25,5,10,20.0,0
20,4,16,26.0,0
20,4,11,18.0,0
20,4,10,22.0,0
20,4,17,22.0,0
25,5,16,20.0,0
25,5,12,20.0,0
60,12,22,34.0,0
40,8,27,27.5,-0.5
30,6,17,22.0,0
20,4,8,18.0,0
30,6,15,22.0,0
30,6,10,22.0,0
25,5,16,23.0,-1.0
25,5,12,20.0,0
35,7,22,24.0,0
45,9,22,28.0,0
25,5,25,20.0,0
20,4,12,22.0,0
40,8,31,26.0,0
20,4,4,18.0,0
20,4,6,18.0,0
25,5,13,20.0,0
35,7,17,24.0,0
40,8,14,26.0,0
25,5,5,20.0,0
20,4,4,18.0,0
20,4,5,18.0,0
40,8,21,30.0,0
20,4,13,18.0,0
25,5,12,20.0,0
