deadline,distance,steps,rewards,penalties
20,4,20,0.0,-8.0
30,6,30,5.0,-9.0
50,10,11,12.0,-2.0
20,4,20,3.5,-2.5
20,4,9,18.0,0
20,4,20,13.0,-1.0
30,6,30,12.0,-4.0
35,7,24,23.0,-0.5
35,7,12,24.0,0
25,5,13,19.5,-2.5
20,4,8,18.0,0
20,4,20,7.5,-0.5
25,5,7,13.5,-0.5
30,6,13,22.0,0
30,6,21,22.0,0
45,9,16,28.0,0
40,8,10,26.0,0
30,6,17,21.0,-1.0
30,6,11,22.0,0
30,6,16,22.0,0
35,7,11,24.0,0
20,4,6,18.0,0
35,7,17,24.0,0
30,6,16,22.0,0
20,4,16,17.0,-1.0
30,6,19,22.0,0
35,7,22,24.0,0
20,4,6,19.5,-0.5
30,6,13,22.0,0
25,5,9,20.0,0
20,4,9,18.0,0
40,8,19,26.0,0
40,8,28,26.0,0
25,5,8,20.0,0
35,7,13,24.0,0
20,4,8,18.0,0
25,5,8,20.0,0
20,4,7,18.0,0
40,8,19,26.0,0
25,5,9,19.0,-1.0
35,7,17,24.0,0
40,8,17,25.0,-1.0
30,6,12,22.0,0
25,5,17,19.0,-1.0
20,4,5,18.0,0
25,5,5,20.0,0
30,6,13,22.0,0
40,8,22,26.0,0
40,8,22,26.0,0
30,6,13,26.0,0
20,4,9,18.0,0
20,4,9,18.0,0
35,7,11,21.5,-0.5
30,6,16,22.0,0
30,6,6,22.0,0
30,6,9,22.0,0
45,9,21,28.0,0
20,4,4,18.0,0
30,6,9,22.0,0
30,6,11,22.0,0
25,5,6,20.0,0
20,4,8,18.0,0
40,8,25,26.0,0
25,5,16,20.0,0
25,5,6,16.0,0
30,6,14,22.0,0
20,4,4,18.0,0
35,7,17,23.0,-1.0
30,6,6,22.0,0
55,11,28,32.0,0
20,4,5,18.0,0
20,4,10,18.0,0
40,8,14,26.0,0
20,4,10,18.0,0
20,4,6,18.0,0
25,5,12,20.0,0
25,5,11,24.0,0
25,5,7,20.0,0
20,4,4,18.0,0
25,5,11,19.0,-1.0
25,5,7,20.0,0
30,6,17,22.0,0
30,6,7,22.0,0
35,7,10,20.0,0
30,6,12,22.0,0
30,6,9,22.0,0
25,5,13,20.0,0
25,5,10,20.0,0
25,5,10,20.0,0
30,6,7,22.0,0
25,5,10,24.0,0
25,5,11,20.0,0
50,10,11,22.0,0
25,5,16,20.0,0
50,10,17,30.0,0
30,6,13,22.0,0
45,9,17,28.0,0
40,8,26,34.0,0
25,5,13,20.0,0
25,5,13,20.0,0
