deadline,distance,steps,rewards,penalties
25,5,25,2.0,-8.0
50,10,50,2.5,-19.5
25,5,25,6.0,-10.0
25,5,25,2.0,-10.0
25,5,21,22.0,-6.0
25,5,25,8.5,-5.5
35,7,35,6.0,-12.0
30,6,30,-7.0,-13.0
20,4,20,3.0,-7.0
40,8,36,14.0,-12.0
25,5,25,-6.0,-12.0
35,7,20,10.5,-7.5
35,7,25,15.0,-9.0
20,4,8,13.5,-2.5
25,5,25,-1.5,-9.5
25,5,2,9.5,0
45,9,45,14.0,-16.0
25,5,25,-2.5,-10.5
35,7,5,11.0,-1.0
20,4,20,5.0,-7.0
25,5,25,12.5,-7.5
35,7,35,-0.5,-14.5
30,6,30,6.0,-10.0
45,9,45,3.0,-19.0
35,7,12,7.5,-6.5
30,6,30,1.5,-12.5
45,9,45,-0.5,-18.5
30,6,25,25.5,-6.5
20,4,20,5.0,-5.0
30,6,30,10.0,-10.0
30,6,28,8.0,-10.0
40,8,40,7.0,-13.0
25,5,19,15.5,-6.5
20,4,20,25.0,-5.0
20,4,7,17.0,-1.0
20,4,20,2.0,-8.0
30,6,30,2.5,-11.5
25,5,25,-4.5,-12.5
40,8,40,10.5,-13.5
25,5,25,5.5,-6.5
30,6,27,12.5,-7.5
40,8,40,15.0,-15.0
20,4,20,6.5,-5.5
40,8,40,4.0,-16.0
40,8,21,9.0,-9.0
20,4,7,16.0,-2.0
20,4,20,-2.5,-8.5
25,5,25,12.5,-9.5
45,9,45,3.5,-18.5
30,6,29,17.5,-10.5
30,6,30,2.5,-9.5
30,6,18,18.0,-4.0
35,7,35,25.0,-9.0
35,7,35,1.0,-13.0
25,5,25,0.5,-9.5
25,5,25,10.5,-7.5
20,4,15,19.0,-3.0
55,11,31,20.5,-9.0
30,6,30,2.5,-13.5
40,8,40,-9.0,-21.0
25,5,22,7.5,-10.0
30,6,11,12.5,-3.5
30,6,30,9.0,-9.0
30,6,30,3.0,-11.0
25,5,25,7.5,-8.5
45,9,45,9.0,-15.0
30,6,30,9.5,-6.5
20,4,20,6.5,-7.5
25,5,25,3.5,-10.5
20,4,20,3.5,-8.5
20,4,20,8.5,-5.5
45,9,27,19.0,-9.0
20,4,20,-2.0,-10.0
35,7,35,2.5,-15.5
30,6,16,16.0,-6.0
60,12,60,9.0,-23.0
20,4,20,0.5,-7.5
35,7,5,11.5,-2.5
35,7,30,17.0,-11.0
30,6,28,6.5,-13.5
40,8,40,5.5,-14.5
25,5,25,0.5,-11.5
30,6,29,17.0,-9.0
25,5,23,10.5,-11.0
30,6,30,9.5,-8.5
35,7,35,13.5,-10.5
25,5,25,-2.0,-10.0
25,5,25,4.5,-9.5
25,5,15,18.5,-3.5
30,6,24,14.5,-5.5
35,7,35,0.5,-13.5
20,4,20,7.0,-7.0
50,10,29,16.0,-10.0
20,4,8,13.5,-2.0
45,9,45,4.5,-17.5
20,4,5,18.0,0
20,4,20,-3.5,-9.5
35,7,32,19.5,-10.5
35,7,35,13.0,-15.0
35,7,35,4.0,-14.0
