deadline,distance,steps,rewards,penalties
40,8,40,-2.0,-16.0
35,7,35,-2.0,-14.0
25,5,25,3.0,-11.0
40,8,26,19.5,-8.5
35,7,35,11.5,-10.5
20,4,15,29.0,-1.0
35,7,21,30.0,-2.0
20,4,9,14.5,-1.0
20,4,20,7.0,-7.0
30,6,30,14.5,-9.5
40,8,20,15.0,-7.0
20,4,9,22.5,-1.5
30,6,30,12.5,-7.5
20,4,9,23.5,-0.5
25,5,13,24.5,-1.5
30,6,7,19.5,-0.5
35,7,35,11.5,-10.5
35,7,22,28.0,-4.0
25,5,25,9.5,-8.5
40,8,31,25.5,-10.5
30,6,8,14.5,-1.5
20,4,20,6.5,-9.5
50,10,40,36.0,-10.0
25,5,5,20.0,0
25,5,6,16.5,-1.5
30,6,11,22.0,0
25,5,25,7.0,-7.0
30,6,30,4.5,-11.5
35,7,19,24.5,-5.5
20,4,12,15.5,-4.5
35,7,35,7.5,-8.5
40,8,40,11.5,-12.5
25,5,25,15.0,-5.0
30,6,30,9.5,-10.5
35,7,10,18.5,-3.5
40,8,29,24.0,-10.0
25,5,25,13.0,-5.0
30,6,30,15.0,-11.0
40,8,39,26.0,-12.0
45,9,45,21.0,-13.0
20,4,20,2.0,-8.0
30,6,30,12.0,-8.0
35,7,14,18.5,-3.5
35,7,35,5.5,-10.5
35,7,35,21.0,-9.0
25,5,25,5.0,-7.0
30,6,28,24.5,-7.5
30,6,30,3.5,-10.5
30,6,30,20.0,-6.0
35,7,35,11.5,-12.5
20,4,14,19.0,-3.0
25,5,25,6.0,-10.0
25,5,6,16.5,-1.5
20,4,9,15.0,-3.0
25,5,25,9.0,-7.0
20,4,20,2.0,-8.0
25,5,25,14.5,-7.5
40,8,40,14.0,-14.0
35,7,16,24.5,-5.5
25,5,19,19.0,-5.0
35,7,35,40.5,-5.5
25,5,14,20.0,-4.0
40,8,36,20.0,-10.0
25,5,25,8.0,-8.0
30,6,30,4.0,-10.0
55,11,21,24.0,-4.0
20,4,20,16.5,-3.5
25,5,24,27.5,-6.5
45,9,45,19.0,-13.0
25,5,25,17.0,-5.0
20,4,20,7.5,-6.5
20,4,8,21.0,-1.0
20,4,20,12.5,-5.5
50,10,25,26.5,-5.5
25,5,25,7.5,-6.5
45,9,26,27.5,-6.5
20,4,20,8.0,-8.0
20,4,20,2.5,-7.5
30,6,22,18.5,-5.5
50,10,15,21.0,-5.0
35,7,34,23.5,-10.5
25,5,25,3.5,-8.5
25,5,25,4.0,-8.0
35,7,14,20.5,-1.5
25,5,25,4.5,-7.5
30,6,30,10.5,-11.5
40,8,40,9.0,-15.0
20,4,20,8.0,-6.0
30,6,30,18.0,-6.0
20,4,20,11.0,-5.0
35,7,35,12.5,-11.5
30,6,18,21.0,-5.0
35,7,13,15.5,-2.5
30,6,12,21.5,-2.5
50,10,4,13.0,-1.0
40,8,31,30.0,-8.0
40,8,11,9.0,-5.0
20,4,20,5.0,-7.0
40,8,25,22.0,-8.0
35,7,35,27.0,-9.0
