deadline,distance,steps,rewards,penalties
20,4,20,13.5,-4.5
20,4,20,21.0,-5.0
40,8,22,26.5,-5.5
35,7,13,21.5,-0.5
25,5,9,20.0,0
25,5,19,19.5,-2.5
30,6,7,22.0,0
20,4,9,22.0,0
30,6,21,21.0,-1.0
20,4,4,18.0,0
35,7,10,24.0,0
20,4,7,18.0,0
35,7,19,24.0,0
40,8,29,34.5,-1.5
40,8,11,26.0,0
25,5,12,21.5,-0.5
20,4,9,18.0,0
45,9,29,25.5,-0.5
20,4,8,22.0,0
20,4,13,18.0,0
35,7,12,21.5,-0.5
25,5,12,20.0,0
30,6,10,22.0,0
35,7,16,22.0,-2.0
35,7,16,24.0,0
30,6,13,21.0,-1.0
30,6,9,16.0,-2.0
25,5,13,20.0,0
55,11,22,33.5,-0.5
40,8,29,26.0,0
35,7,22,24.0,0
25,5,10,20.0,0
35,7,17,24.0,0
25,5,16,24.0,0
45,9,18,27.0,-1.0
25,5,25,21.0,-1.0
30,6,16,19.0,-3.0
25,5,7,20.0,0
25,5,13,19.0,-1.0
35,7,5,20.0,0
30,6,19,21.0,-1.0
30,6,10,22.0,0
35,7,18,23.0,-1.0
30,6,19,21.5,-2.5
25,5,9,20.0,0
20,4,4,18.0,0
35,7,11,24.0,0
35,7,14,24.0,0
30,6,13,20.0,-2.0
40,8,25,26.0,0
30,6,16,22.0,0
20,4,9,22.0,0
30,6,16,22.5,-1.5
25,5,17,24.5,-1.5
25,5,7,17.5,-0.5
50,10,22,30.0,0
35,7,25,35.0,-1.0
45,9,26,29.5,-0.5
30,6,12,22.0,0
30,6,30,21.5,-0.5
20,4,9,18.0,0
20,4,8,18.0,0
25,5,16,18.0,-2.0
40,8,13,26.0,0
20,4,4,18.0,0
30,6,8,22.0,0
20,4,13,18.0,0
20,4,6,18.0,0
35,7,12,24.0,0
35,7,13,24.0,0
20,4,9,19.5,-0.5
40,8,31,29.0,-1.0
40,8,19,26.0,0
25,5,11,20.0,0
45,9,21,28.0,0
40,8,17,23.5,-0.5
30,6,7,19.5,-0.5
20,4,11,17.0,-1.0
35,7,16,21.5,-0.5
45,9,26,28.0,0
25,5,16,24.0,0
35,7,25,22.0,-2.0
25,5,11,20.0,0
25,5,14,28.0,0
25,5,14,20.0,0
35,7,13,24.0,0
40,8,16,26.0,0
20,4,4,18.0,0
30,6,11,19.5,-0.5
40,8,19,25.0,-1.0
30,6,11,22.0,0
35,7,17,25.5,-0.5
25,5,18,17.0,-3.0
25,5,14,24.0,0
30,6,10,22.0,0
35,7,18,27.0,-1.0
30,6,9,22.0,0
45,9,12,28.0,0
20,4,11,22.0,0
25,5,10,20.0,0
