deadline,distance,steps,rewards,penalties
20,4,20,-6.5,-10.5
45,9,23,31.5,-2.5
35,7,27,36.0,-4.0
20,4,20,18.5,-3.5
35,7,18,29.5,-0.5
30,6,10,22.0,0
25,5,15,16.5,-1.5
25,5,24,43.5,-2.5
20,4,7,18.0,0
20,4,8,23.5,-0.5
20,4,12,21.0,-1.0
25,5,17,20.5,-1.5
20,4,6,18.0,0
30,6,12,23.5,-0.5
25,5,9,20.0,0
20,4,8,23.5,-0.5
25,5,13,25.5,-0.5
20,4,19,30.5,-1.5
25,5,16,24.5,-1.5
30,6,19,32.0,-2.0
30,6,19,22.0,0
25,5,13,23.0,-1.0
30,6,15,22.0,0
20,4,13,21.0,-1.0
20,4,4,18.0,0
25,5,21,28.5,-1.5
30,6,10,27.5,-0.5
20,4,10,19.5,-0.5
35,7,13,24.0,0
20,4,13,17.0,-1.0
25,5,17,21.5,-0.5
30,6,8,22.0,0
20,4,12,18.0,0
25,5,13,18.0,-2.0
30,6,12,22.0,0
30,6,2,14.0,0
25,5,13,23.0,-1.0
30,6,16,22.0,0
25,5,14,20.0,0
20,4,8,22.0,0
20,4,9,17.0,-1.0
45,9,21,28.0,0
20,4,5,18.0,0
50,10,13,19.5,-0.5
35,7,22,24.0,0
45,9,17,25.5,-0.5
30,6,15,22.0,0
25,5,5,20.0,0
25,5,7,20.0,0
30,6,11,19.5,-0.5
20,4,6,18.0,0
35,7,16,21.5,-0.5
25,5,14,31.0,-1.0
25,5,17,29.5,-0.5
20,4,6,18.0,0
40,8,13,26.0,0
20,4,11,18.0,0
25,5,14,20.0,0
20,4,4,18.0,0
25,5,5,20.0,0
35,7,13,28.0,0
45,9,10,28.0,0
25,5,21,25.5,-0.5
30,6,16,26.0,0
20,4,11,22.5,-1.0
20,4,10,23.5,-0.5
30,6,21,20.0,-2.0
20,4,8,18.5,-1.5
35,7,7,19.0,-1.0
35,7,15,32.5,-1.5
20,4,16,23.5,-0.5
35,7,15,21.5,-0.5
20,4,9,22.0,0
60,12,16,26.0,0
35,7,21,24.0,0
40,8,18,27.5,-0.5
50,10,21,27.0,-3.0
20,4,16,23.5,-0.5
40,8,22,27.0,-3.0
30,6,15,22.0,0
30,6,17,22.0,0
25,5,6,17.5,-0.5
40,8,21,26.0,0
25,5,10,19.0,-1.0
35,7,12,24.0,0
25,5,19,28.5,-1.5
30,6,13,23.5,-0.5
40,8,19,29.0,-1.0
30,6,13,19.5,-0.5
20,4,10,21.0,-1.0
30,6,23,25.0,-1.0
35,7,15,22.0,-2.0
20,4,4,18.0,0
35,7,10,24.0,0
40,8,2,11.5,-0.5
25,5,11,23.0,-1.0
25,5,12,20.0,0
40,8,16,31.5,-0.5
25,5,17,21.5,-0.5
20,4,5,18.0,0
