deadline,distance,steps,rewards,penalties
30,6,30,6.0,-10.0
35,7,16,22.5,-3.5
40,8,17,23.0,-3.0
30,6,19,22.0,0
25,5,10,17.0,-3.0
25,5,10,19.0,-1.0
25,5,11,20.0,0
30,6,8,22.0,0
20,4,12,16.0,-2.0
30,6,19,27.5,-0.5
40,8,22,23.5,-0.5
30,6,17,25.0,-1.0
25,5,17,22.0,-2.0
25,5,17,19.0,-1.0
30,6,9,19.5,-0.5
25,5,16,20.0,0
25,5,9,20.0,0
40,8,22,25.0,-1.0
30,6,13,27.5,-0.5
20,4,4,18.0,0
25,5,7,20.0,0
40,8,16,26.0,0
40,8,23,27.5,-0.5
35,7,17,24.0,0
30,6,13,21.0,-1.0
20,4,9,18.0,0
30,6,13,22.0,0
35,7,12,24.0,0
30,6,11,22.0,0
45,9,25,28.0,0
20,4,8,18.0,0
25,5,9,19.0,-1.0
30,6,9,22.0,0
35,7,21,21.0,-3.0
30,6,14,19.5,-0.5
45,9,25,28.0,0
55,11,32,32.0,0
30,6,11,22.0,0
25,5,11,20.0,0
20,4,7,18.0,0
30,6,17,21.0,-1.0
35,7,17,23.0,-1.0
30,6,7,22.0,0
20,4,11,18.0,0
35,7,21,23.0,-1.0
30,6,13,22.0,0
35,7,17,24.0,0
25,5,12,20.0,0
55,11,21,29.0,-3.0
35,7,11,24.0,0
20,4,6,18.0,0
20,4,11,19.5,-0.5
55,11,26,32.5,-1.5
20,4,11,19.5,-0.5
25,5,7,21.5,-0.5
20,4,7,22.0,0
35,7,12,24.0,0
30,6,26,28.0,-2.0
20,4,7,18.0,0
25,5,11,19.0,-1.0
30,6,14,22.5,-1.5
25,5,15,25.5,-0.5
30,6,13,22.0,0
35,7,18,28.0,0
45,9,17,24.5,-1.5
25,5,8,20.0,0
20,4,11,18.0,0
40,8,12,31.5,-0.5
30,6,9,21.0,-1.0
20,4,4,18.0,0
20,4,19,18.5,-1.5
40,8,16,26.0,0
35,7,22,26.0,-2.0
20,4,6,18.0,0
35,7,13,23.0,-1.0
25,5,9,20.0,0
25,5,13,25.5,-0.5
20,4,6,19.5,-0.5
30,6,26,27.5,-0.5
35,7,10,28.0,0
45,9,22,28.0,0
30,6,16,26.0,0
30,6,13,22.0,0
35,7,11,24.0,0
40,8,7,17.0,-1.0
20,4,6,22.0,0
25,5,7,20.0,0
25,5,8,20.0,0
35,7,11,24.0,0
25,5,9,20.0,0
35,7,17,23.0,-1.0
30,6,12,22.0,0
25,5,13,20.0,0
20,4,7,18.0,0
20,4,13,21.0,-1.0
20,4,6,18.0,0
45,9,25,28.0,0
25,5,7,20.0,0
55,11,21,32.0,0
40,8,11,21.0,-1.0
