deadline,distance,steps,rewards,penalties
45,9,45,-6.5,-20.5
45,9,29,20.5,-9.5
35,7,35,2.0,-12.0
25,5,17,18.5,-3.5
40,8,40,-5.5,-15.5
25,5,25,1.5,-8.5
25,5,25,-0.5,-10.5
40,8,40,7.5,-12.5
35,7,35,-2.0,-10.0
20,4,20,-2.5,-8.5
35,7,35,-5.0,-17.0
45,9,32,12.0,-12.0
40,8,40,28.0,-8.0
25,5,7,10.5,-3.5
40,8,40,-4.5,-22.5
35,7,35,-8.0,-14.0
25,5,25,-4.0,-14.0
25,5,25,-0.5,-8.5
20,4,20,4.5,-5.5
20,4,20,0.5,-7.5
35,7,35,-0.5,-16.5
35,7,35,-3.5,-15.5
35,7,21,18.0,-6.0
20,4,20,-1.5,-9.5
25,5,25,-3.5,-9.5
25,5,25,-7.0,-11.0
35,7,13,14.5,-3.5
25,5,25,8.5,-9.5
30,6,30,-5.0,-11.0
25,5,25,8.0,-8.0
40,8,40,13.0,-17.0
35,7,26,19.0,-9.0
45,9,45,12.0,-12.0
25,5,25,-1.5,-9.5
55,11,55,6.5,-19.5
35,7,35,-1.0,-15.0
30,6,30,-1.5,-13.5
35,7,35,-10.0,-14.0
30,6,22,13.0,-9.0
35,7,28,15.0,-9.0
30,6,30,-5.5,-13.5
20,4,20,-4.0,-10.0
40,8,40,-1.5,-17.5
20,4,20,1.0,-9.0
35,7,35,-14.0,-18.0
30,6,30,9.0,-9.0
35,7,16,24.5,-1.5
30,6,30,-6.5,-14.5
30,6,30,-10.0,-14.0
30,6,16,20.5,-3.5
20,4,20,-1.5,-9.5
30,6,30,-3.0,-15.0
45,9,45,-5.5,-17.5
40,8,40,-12.0,-20.0
30,6,8,7.5,-4.5
55,11,55,11.0,-21.0
20,4,20,0.5,-9.5
30,6,30,1.5,-12.5
30,6,9,14.5,-1.5
25,5,25,-2.5,-8.5
20,4,10,11.5,-4.5
25,5,16,18.5,-3.5
25,5,15,13.5,-4.5
40,8,40,5.5,-12.5
20,4,20,10.5,-7.5
20,4,9,17.0,-1.0
25,5,25,-1.0,-9.0
45,9,45,-4.0,-20.0
25,5,25,-0.5,-10.5
20,4,10,9.0,-5.0
40,8,40,6.0,-16.0
20,4,20,9.0,-5.0
35,7,17,11.5,-6.5
25,5,25,3.0,-9.0
30,6,21,19.5,-4.5
40,8,40,0.0,-18.0
35,7,29,12.0,-12.0
25,5,22,13.5,-8.0
40,8,40,-2.5,-16.5
30,6,5,14.0,0
25,5,25,0.0,-12.0
45,9,13,6.0,-6.0
20,4,18,20.0,-6.0
40,8,40,-2.5,-18.5
25,5,25,10.0,-8.0
20,4,20,3.0,-7.0
20,4,20,-3.5,-9.5
50,10,9,11.0,-3.0
25,5,25,-4.5,-12.5
25,5,25,-5.0,-13.0
20,4,20,1.5,-6.5
40,8,30,8.5,-15.5
30,6,30,7.0,-9.0
25,5,25,4.0,-10.0
25,5,25,4.0,-10.0
25,5,25,-7.5,-13.5
25,5,25,-10.0,-14.0
40,8,40,-8.0,-20.0
25,5,25,-3.0,-13.0
20,4,20,0.5,-7.5
