deadline,distance,steps,rewards,penalties
25,5,25,9.5,-8.5
30,6,30,2.5,-9.5
20,4,9,19.0,-3.0
25,5,19,22.0,-2.0
50,10,13,27.5,-0.5
40,8,17,26.0,0
45,9,11,28.0,0
35,7,15,24.0,0
20,4,7,18.0,0
40,8,25,25.0,-1.0
20,4,9,18.0,0
20,4,13,17.0,-1.0
20,4,4,18.0,0
35,7,16,24.0,0
40,8,7,22.0,0
30,6,10,22.0,0
25,5,13,24.0,0
30,6,9,26.0,0
20,4,10,18.0,0
20,4,6,18.0,0
20,4,4,18.0,0
25,5,15,25.5,-0.5
25,5,10,20.0,0
20,4,7,18.0,0
50,10,14,30.0,0
20,4,11,22.0,0
30,6,2,14.0,0
25,5,14,20.0,0
25,5,8,20.0,0
20,4,6,18.0,0
40,8,22,26.0,0
20,4,13,18.0,0
20,4,11,18.0,0
35,7,16,24.0,0
20,4,13,18.0,0
25,5,10,20.0,0
35,7,13,24.0,0
20,4,11,18.0,0
35,7,13,24.0,0
50,10,25,30.0,0
30,6,8,22.0,0
50,10,16,21.0,-1.0
20,4,6,18.0,0
45,9,16,29.5,-0.5
40,8,21,26.0,0
20,4,10,18.0,0
30,6,8,22.0,0
50,10,18,34.0,0
30,6,10,22.0,0
35,7,16,25.5,-0.5
40,8,13,27.5,-0.5
20,4,4,18.0,0
20,4,10,18.0,0
35,7,6,20.0,0
20,4,7,22.0,0
35,7,3,16.0,0
35,7,17,24.0,0
20,4,11,19.5,-0.5
20,4,13,18.0,0
25,5,9,20.0,0
30,6,21,22.0,0
25,5,13,20.0,0
20,4,6,18.0,0
25,5,9,20.0,0
40,8,16,26.0,0
30,6,2,14.0,0
25,5,14,20.0,0
20,4,16,17.0,-1.0
35,7,3,16.0,0
40,8,16,26.0,0
25,5,9,20.0,0
35,7,17,24.0,0
45,9,16,28.0,0
25,5,13,20.0,0
35,7,11,23.0,-1.0
35,7,9,20.0,0
35,7,14,24.0,0
20,4,7,18.0,0
30,6,17,26.0,0
20,4,10,18.0,0
20,4,7,18.0,0
20,4,13,18.0,0
30,6,20,34.0,0
25,5,11,24.0,0
25,5,9,20.0,0
20,4,20,30.0,0
30,6,13,22.0,0
35,7,10,24.0,0
35,7,14,24.0,0
50,10,22,30.0,0
30,6,9,22.0,0
20,4,7,18.0,0
35,7,19,24.0,0
20,4,10,18.0,0
45,9,16,28.0,0
20,4,7,18.0,0
30,6,8,22.0,0
40,8,16,26.0,0
35,7,16,24.0,0
50,10,23,29.0,-1.0
