deadline,distance,steps,rewards,penalties
20,4,20,-7.0,-9.0
30,6,26,21.0,-5.0
30,6,17,21.0,-1.0
30,6,16,27.5,-0.5
25,5,10,20.0,0
30,6,16,26.0,0
35,7,15,24.0,0
20,4,10,18.0,0
35,7,9,19.0,-1.0
20,4,8,18.0,0
25,5,14,20.0,0
50,10,17,30.0,0
25,5,14,20.0,0
20,4,10,17.0,-1.0
30,6,6,22.0,0
40,8,16,22.0,0
25,5,7,20.0,0
30,6,22,22.0,0
30,6,11,22.0,0
30,6,17,22.0,0
25,5,11,20.0,0
45,9,16,28.0,0
25,5,7,24.0,0
25,5,13,20.0,0
25,5,8,20.0,0
35,7,11,24.0,0
35,7,14,21.5,-0.5
20,4,9,14.0,-4.0
30,6,17,22.0,0
35,7,22,28.0,0
20,4,5,18.0,0
20,4,12,18.0,0
20,4,7,22.0,0
25,5,7,20.0,0
20,4,4,18.0,0
25,5,7,20.0,0
25,5,8,20.0,0
35,7,10,24.0,0
25,5,8,20.0,0
25,5,9,20.0,0
45,9,25,28.0,0
20,4,8,18.0,0
20,4,6,18.0,0
30,6,6,22.0,0
20,4,7,18.0,0
45,9,22,27.0,-1.0
30,6,13,19.5,-0.5
25,5,11,19.0,-1.0
20,4,18,30.0,0
25,5,14,20.0,0
20,4,7,18.0,0
20,4,10,18.0,0
35,7,16,21.5,-0.5
40,8,13,25.0,-1.0
25,5,16,20.0,0
25,5,17,20.0,0
35,7,13,24.0,0
35,7,7,24.0,0
25,5,13,23.0,-1.0
20,4,8,18.0,0
35,7,23,24.0,0
20,4,9,18.0,0
30,6,9,22.0,0
25,5,14,20.0,0
20,4,6,18.0,0
30,6,14,22.0,0
25,5,10,24.0,0
40,8,13,26.0,0
20,4,9,18.0,0
30,6,17,22.0,0
35,7,14,24.0,0
30,6,9,22.0,0
25,5,17,25.5,-0.5
35,7,21,24.0,0
20,4,14,18.0,0
25,5,7,20.0,0
50,10,31,30.0,0
30,6,13,22.0,0
45,9,19,32.0,0
40,8,26,26.0,0
20,4,9,18.0,0
20,4,9,18.0,0
25,5,10,24.0,0
25,5,13,24.0,0
35,7,10,24.0,0
40,8,23,26.0,0
45,9,28,28.0,0
25,5,13,24.0,0
20,4,9,18.0,0
35,7,17,24.0,0
30,6,12,26.0,0
30,6,16,26.0,0
30,6,11,22.0,0
30,6,10,18.0,0
20,4,20,6.0,0
20,4,4,18.0,0
25,5,17,20.0,0
30,6,9,22.0,0
60,12,19,34.0,0
30,6,21,22.0,0
