deadline,distance,steps,rewards,penalties
25,5,25,4.0,-10.0
20,4,17,23.5,-4.5
20,4,14,16.5,-3.5
20,4,7,16.0,-2.0
30,6,16,21.0,-1.0
25,5,15,24.0,0
55,11,16,21.5,-0.5
25,5,10,24.0,0
20,4,10,22.0,0
40,8,26,26.0,0
35,7,12,24.0,0
25,5,13,20.0,0
30,6,13,22.0,0
40,8,12,26.0,0
20,4,9,18.0,0
35,7,23,28.0,0
20,4,4,18.0,0
30,6,11,22.0,0
30,6,21,27.5,-0.5
25,5,10,20.0,0
30,6,14,22.0,0
50,10,22,30.0,0
20,4,5,18.0,0
25,5,18,25.5,-0.5
40,8,13,26.0,0
25,5,9,20.0,0
20,4,13,18.0,0
20,4,12,18.0,0
30,6,18,22.0,0
30,6,16,22.0,0
35,7,17,24.0,0
40,8,21,26.0,0
20,4,4,18.0,0
30,6,6,22.0,0
40,8,22,26.0,0
35,7,8,24.0,0
35,7,9,24.0,0
25,5,9,20.0,0
40,8,17,26.0,0
25,5,6,20.0,0
35,7,7,24.0,0
30,6,13,22.0,0
20,4,5,17.0,-1.0
30,6,16,22.0,0
35,7,20,21.0,-3.0
50,10,25,27.5,-0.5
30,6,7,22.0,0
25,5,16,20.0,0
30,6,13,22.0,0
35,7,14,24.0,0
35,7,16,28.0,0
20,4,13,18.0,0
30,6,11,22.0,0
20,4,9,15.5,-0.5
20,4,11,22.0,0
25,5,6,20.0,0
20,4,14,18.0,0
40,8,16,26.0,0
20,4,6,18.0,0
25,5,6,20.0,0
20,4,6,18.0,0
30,6,16,22.0,0
25,5,16,20.0,0
20,4,4,18.0,0
20,4,10,22.0,0
40,8,18,26.0,0
25,5,8,20.0,0
30,6,6,22.0,0
20,4,6,18.0,0
30,6,14,22.0,0
30,6,11,22.0,0
20,4,7,18.0,0
30,6,10,26.0,0
20,4,6,18.0,0
55,11,21,32.0,0
25,5,14,20.0,0
25,5,17,20.0,0
20,4,13,15.5,-0.5
20,4,11,18.0,0
20,4,11,22.0,0
35,7,17,24.0,0
25,5,13,20.0,0
25,5,8,20.0,0
45,9,26,28.0,0
25,5,11,20.0,0
60,12,23,34.0,0
20,4,13,18.0,0
30,6,13,22.0,0
30,6,10,22.0,0
35,7,21,24.0,0
35,7,18,25.5,-0.5
35,7,19,25.5,-0.5
35,7,13,24.0,0
25,5,18,23.0,-1.0
35,7,12,24.0,0
20,4,10,18.0,0
20,4,9,18.0,0
25,5,8,20.0,0
20,4,7,18.0,0
20,4,10,18.0,0
