deadline,distance,steps,rewards,penalties
50,10,34,19.5,-12.5
35,7,26,19.5,-6.5
20,4,20,25.0,-5.0
50,10,33,23.0,-11.0
45,9,45,30.0,-12.0
25,5,25,1.5,-8.5
30,6,30,17.0,-9.0
45,9,22,19.0,-5.0
25,5,25,23.5,-4.5
30,6,26,19.0,-7.0
20,4,20,1.0,-7.0
25,5,11,17.5,-0.5
25,5,25,10.5,-1.5
25,5,25,9.0,-7.0
30,6,29,15.0,-11.0
25,5,25,6.0,-8.0
25,5,25,9.5,-6.5
20,4,20,3.0,-5.0
35,7,35,7.0,-13.0
30,6,30,15.0,-9.0
40,8,40,11.0,-13.0
25,5,25,13.5,-6.5
45,9,45,32.0,-12.0
40,8,40,19.0,-9.0
20,4,20,8.0,-6.0
25,5,25,6.0,-10.0
25,5,25,5.0,-5.0
20,4,20,3.0,-7.0
50,10,50,15.5,-10.5
25,5,25,-1.0,-7.0
45,9,45,-0.5,-12.5
25,5,25,3.0,-3.0
55,11,55,2.0,0
20,4,20,0.0,0
30,6,30,0.0,-4.0
25,5,25,5.5,-4.5
25,5,25,1.5,-6.5
25,5,25,-9.5,-11.5
20,4,20,11.5,-4.5
30,6,30,3.5,-12.5
30,6,30,-15.5,-15.5
20,4,20,-1.5,-7.5
20,4,20,6.5,-3.5
20,4,20,9.0,-5.0
30,6,30,14.0,-8.0
20,4,5,13.0,-1.0
25,5,25,5.5,-8.5
40,8,40,12.0,-14.0
25,5,6,14.0,-2.0
30,6,30,11.5,-10.5
20,4,20,6.5,-5.5
45,9,12,12.0,-4.0
20,4,20,11.5,-6.5
40,8,25,32.0,-6.0
35,7,35,11.0,-11.0
40,8,40,12.0,-8.0
20,4,10,21.0,-1.0
20,4,20,5.5,-6.5
35,7,35,8.5,-7.5
25,5,25,7.0,-7.0
20,4,20,8.5,-5.5
30,6,12,25.0,-1.0
30,6,30,7.5,-8.5
30,6,30,21.0,-7.0
20,4,13,24.0,-2.0
20,4,20,5.0,-7.0
35,7,35,18.0,-8.0
40,8,40,27.5,-8.5
30,6,30,5.0,-11.0
20,4,15,22.5,-1.5
25,5,14,19.5,-2.5
50,10,41,31.5,-8.5
20,4,20,5.0,-5.0
25,5,25,3.5,-4.5
25,5,25,8.5,-3.5
40,8,40,22.5,-11.5
40,8,40,21.0,-9.0
35,7,35,14.0,-6.0
30,6,30,3.5,-4.5
30,6,30,4.5,-7.5
30,6,26,17.5,-6.5
30,6,30,-1.0,-9.0
35,7,35,10.5,-7.5
20,4,20,1.5,-6.5
30,6,22,20.5,-3.5
45,9,12,9.0,-2.5
20,4,14,18.5,-1.5
30,6,30,6.5,-7.5
35,7,35,-4.0,-12.0
40,8,40,-2.0,-12.0
25,5,25,-2.5,-8.5
30,6,30,-1.0,-5.0
20,4,19,16.0,-2.0
40,8,8,10.5,-1.5
30,6,30,-3.5,-5.5
25,5,25,6.0,-4.0
25,5,9,15.0,-1.0
25,5,21,13.0,-2.5
25,5,21,9.5,-4.0
20,4,20,18.5,-1.5
